best_AoA,best_CD,best_CL,best_L_over_D,best_m,best_min_cavitation_margin,best_objective,best_p,best_t,cavitation_mode,evaluations,message,model,start,success
4.213703515569151,0.02832174301147461,0.4739306569099426,16.733218838229597,0.0004660297379451155,98864.9609375,16.733218838229597,0.33350062765443544,0.13419744471241762,diagnostic,88,Maximum number of iterations has been exceeded.,unet,0012,False
4.062697769553589,0.029979221522808075,0.6485869884490967,21.633829088143017,0.021501648377525138,98877.1015625,21.633829088143017,0.39897594746157966,0.10883908729901223,diagnostic,89,Maximum number of iterations has been exceeded.,unet,2412,False
3.921843684496215,0.03447577357292175,0.8022903203964233,23.270458260820163,0.04725410691411354,98845.4453125,23.270458260820163,0.30444685204676825,0.1613573696603981,diagnostic,83,Maximum number of iterations has been exceeded.,unet,4415,False
-1.3116288279119956,0.021956343203783035,0.819583535194397,37.32617045641436,0.09,98781.4375,37.32617045641436,0.10000000000000064,0.06498593016607634,diagnostic,65,Maximum number of iterations has been exceeded.,pinn,0012,False
0.04604384345820245,0.019599763676524162,0.8071902990341187,41.181573960860035,0.09,98864.2265625,41.181573960860035,0.32928432636749205,0.06,diagnostic,71,Maximum number of iterations has been exceeded.,pinn,2412,False
-0.38171803811472865,0.01674591191112995,0.7098268866539001,42.385538923277615,0.07442655926902769,98907.96875,42.385538923277615,0.4120110672353069,0.06,diagnostic,66,Maximum number of iterations has been exceeded.,pinn,4415,False
7.994518419470028,0.05389539152383804,1.0789821147918701,20.019561315429492,7.526744924305284e-05,98670.5625,20.019561315429492,0.1,0.2,diagnostic,80,Maximum number of iterations has been exceeded.,fno,0012,False
8.557558798637928,0.052950628101825714,1.0782041549682617,20.36205861120796,0.027446350027524147,98726.6171875,20.36205861120796,0.35831498058401107,0.13769241411528566,diagnostic,68,Maximum number of iterations has been exceeded.,fno,2412,False
7.023023246240491,0.05573640391230583,1.1854922771453857,21.26924101112736,0.05270411057295511,98680.6015625,21.26924101112736,0.11912330207438308,0.18922746596475465,diagnostic,65,Maximum number of iterations has been exceeded.,fno,4415,False
3.265591257450156,0.016785137355327606,0.32456880807876587,19.335526762847188,0.0,98957.359375,19.335526762847188,0.4720361558198023,0.06076747417405662,diagnostic,71,Maximum number of iterations has been exceeded.,deeponet,0012,False
10.0,0.028114262968301773,0.8525829315185547,30.324558318369256,0.09,98619.828125,30.324558318369256,0.7589208173963777,0.09291931121993463,diagnostic,69,Maximum number of iterations has been exceeded.,deeponet,2412,False
1.5006266414953147,0.02341708540916443,1.0237786769866943,43.717437147361714,0.08991712754255227,98784.1015625,43.717437147361714,0.4466828030039163,0.08165459697144185,diagnostic,66,Maximum number of iterations has been exceeded.,deeponet,4415,False
