best_AoA,best_CD,best_CL,best_L_over_D,best_m,best_min_cavitation_margin,best_objective,best_p,best_t,cavitation_mode,evaluations,message,model,start,success
10.0,0.03623441606760025,0.41471362113952637,11.444980247110806,0.00019142250854882427,98893.921875,11.444980247110806,0.12586170543799086,0.2,diagnostic,66,Maximum number of iterations has been exceeded.,unet,0012,False
3.9136760639328143,0.03746604174375534,0.5547411441802979,14.806110073335505,0.023946510700146632,98904.4921875,14.806110073335505,0.38026704221407925,0.11206626765445363,diagnostic,77,Maximum number of iterations has been exceeded.,unet,2412,False
4.193498798676729,0.03830600529909134,0.6184628009796143,16.144900812548887,0.0495004657859113,98875.296875,16.144900812548887,0.15825620820101566,0.16210634236838528,diagnostic,69,Maximum number of iterations has been exceeded.,unet,4415,False
0.5609319225734524,0.028206752613186836,0.9881144762039185,35.02989017785079,0.09,98711.1328125,35.02989017785079,0.1,0.06,diagnostic,65,Maximum number of iterations has been exceeded.,pinn,0012,False
-0.42904227371266823,0.017886798828840256,0.6598659753799438,36.88916572094107,0.07706860745179028,98961.578125,36.88916572094107,0.4952241045307517,0.07899700503741841,diagnostic,67,Maximum number of iterations has been exceeded.,pinn,2412,False
-0.5394714798386289,0.017514223232865334,0.7145926356315613,40.798374427264456,0.08455470769324185,98892.125,40.798374427264456,0.39431911687575993,0.0636692567906563,diagnostic,65,Maximum number of iterations has been exceeded.,pinn,4415,False
9.581273101949236,0.06249344348907471,1.2274131774902344,19.64035694957122,0.0036875295482525867,98608.109375,19.64035694957122,0.1,0.2,diagnostic,91,Maximum number of iterations has been exceeded.,fno,0012,False
10.0,0.06545396149158478,1.3553533554077148,20.706655760266024,0.05221061887222338,98623.0078125,20.706655760266024,0.23727851155946345,0.1971794540480262,diagnostic,83,Maximum number of iterations has been exceeded.,fno,2412,False
9.349809183281849,0.06816128641366959,1.401504635810852,20.56129143475721,0.05325027632628056,98604.0703125,20.56129143475721,0.10000000000000003,0.19206733976115775,diagnostic,78,Maximum number of iterations has been exceeded.,fno,4415,False
3.618596458136359,0.01974889449775219,0.36336007714271545,18.398076869933195,0.0,98959.5625,18.398076869933195,0.3599538285167786,0.06000578162794619,diagnostic,72,Maximum number of iterations has been exceeded.,deeponet,0012,False
1.2399685835077365,0.02150631695985794,0.9957333207130432,46.29742159710191,0.08680920168641065,98851.8203125,46.29742159710191,0.2575721176215887,0.07224327457310478,diagnostic,71,Maximum number of iterations has been exceeded.,deeponet,2412,False
2.182660017230464,0.021988771855831146,1.0685744285583496,48.59415711832362,0.08875046756742667,98827.2734375,48.59415711832362,0.28239750819519227,0.06,diagnostic,72,Maximum number of iterations has been exceeded.,deeponet,4415,False
