AoA,Cd_grid_pressure,Cd_model_integrated_pressure,Cd_model_pressure,Cd_openfoam_total,Cl_grid_pressure,Cl_model_integrated_pressure,Cl_model_pressure,Cl_openfoam_total,L_over_D_model_pressure,L_over_D_openfoam_total,Re,U_inf,case,model,naca
0.0,0.003855124617436865,0.00643684727988668,0.016663163900375366,0.01552474,0.1417296459456241,0.12795523429226305,0.18582621216773987,0.1734722,11.151916483492899,11.173919820879448,500000.0,0.5,case_203,pinn,2412
0.0,0.003810220815869226,0.002830646071079684,0.01609354093670845,0.01448149,0.14199121943139612,0.14154024977890972,0.21151524782180786,0.1739377,13.142865740587494,12.011036157191008,1000000.0,1.0,case_204,pinn,2412
2.0,0.010475417852964259,0.0708087231818641,0.026880960911512375,0.02575955,0.21369663608386405,-0.24968339323165997,0.3729751408100128,0.3999266,13.875067265555892,15.525372143535117,100000.0,0.09999999999999999,case_205,pinn,2412
2.0,0.010083470412488018,0.024766544584842842,0.02442930079996586,0.02039896,0.20892067271494086,0.07520108892862923,0.3726196885108948,0.3864956,15.252982128388036,18.94682866185335,200000.0,0.19999999999999998,case_206,pinn,2412
2.0,0.009980933612004304,0.011501298560961274,0.019100826233625412,0.0173287,0.2103150721632099,0.1718693925868557,0.38361871242523193,0.389719,20.083880547004988,22.48980015811919,500000.0,0.5,case_207,pinn,2412
2.0,0.009947312809389736,0.008380648632840295,0.018702704459428787,0.016287,0.21077962218917404,0.20230952611177766,0.41078582406044006,0.3907757,21.963979859252195,23.99310493031252,1000000.0,1.0,case_208,pinn,2412
4.0,0.019449952285896698,0.062370253144650646,0.03255455568432808,0.03175459,0.2800140216850356,-0.1284133236551444,0.5756546258926392,0.6081646,17.682767090252813,19.152021802202455,100000.0,0.09999999999999999,case_209,pinn,2412
4.0,0.01879782135284435,0.028638894729701977,0.029839813709259033,0.02621575,0.2745256137169596,0.1391906665498757,0.570441484451294,0.595025,19.116791076825354,22.69723353327675,200000.0,0.19999999999999998,case_210,pinn,2412
4.0,0.018751821321772156,0.01896456443211737,0.024408351629972458,0.02317617,0.2765383871997124,0.22539976753085517,0.5687636137008667,0.600062,23.302008358583635,25.89133579879678,500000.0,0.5,case_211,pinn,2412
4.0,0.01873794572130668,0.016217049804092824,0.02457507513463497,0.02214401,0.2772147429481322,0.2632880699257647,0.5831336975097656,0.6017215,23.728663872442205,27.173104600295975,1000000.0,1.0,case_212,pinn,2412
6.0,0.029878927890615234,0.06605113396281284,0.04231378808617592,0.04336979,0.3380825420204672,0.19737655424324735,0.782265305519104,0.7995274,18.487243541654763,18.43512269715855,100000.0,0.09999999999999999,case_213,pinn,2412
6.0,0.0293440584328284,0.037526895365622835,0.039392925798892975,0.03767731,0.33371641845687255,0.2525735000575612,0.7759289145469666,0.7867442,19.69716386409592,20.881113858712315,200000.0,0.19999999999999998,case_214,pinn,2412
6.0,0.029362902458500675,0.029370735815656076,0.034003984183073044,0.03480555,0.33635221510947655,0.28964169553356095,0.7619320154190063,0.7934125,22.407139449214633,22.795574269046174,500000.0,0.5,case_215,pinn,2412
6.0,0.029370049023970123,0.026726902474522075,0.03442850336432457,0.03383021,0.3372244892479548,0.32077735174419564,0.7582943439483643,0.7956122,22.025190462798985,23.51780257941053,1000000.0,1.0,case_216,pinn,2412
8.0,0.04126527596206824,0.11760945217921978,0.0568036250770092,0.05763667,0.38677659537003256,0.7618546947300877,0.9836399555206299,0.9643394,17.31649968091121,16.731351759218565,100000.0,0.09999999999999999,case_217,pinn,2412
8.0,0.04139286269580749,0.05924697166138475,0.05381827801465988,0.05309305,0.3912391295170218,0.42607691772562273,0.9801691174507141,0.9759501,18.212569290747652,18.38188049094938,200000.0,0.19999999999999998,case_218,pinn,2412
8.0,0.04179085809025714,0.04384324549449645,0.04831703379750252,0.05177824,0.3859537355992827,0.36385333135010667,0.9630167484283447,0.9597438,19.93120588619665,18.535658994975496,500000.0,0.5,case_219,pinn,2412
