AoA,Cp_mae,Cp_pred_min,Cp_rmse,Cp_truth_min,Re,U_inf,case,cavitation_indicator_mae,cavitation_indicator_pred_min,cavitation_indicator_rmse,cavitation_indicator_truth_min,cavitation_margin_mae,cavitation_margin_pred_min,cavitation_margin_rmse,cavitation_margin_truth_min,model,naca,p_mae,p_pred_min,p_rmse,p_truth_min
4.0,0.020329441875219345,-0.5045015811920166,0.02522430568933487,-0.526039183139801,500000.0,0.5,case_147,1.3131583598280372e-09,3.004713422516403e-10,1.4800165537565135e-09,0.0,2.5593087673187256,98967.234375,3.2421977519989014,98959.4453125,pinn,0015,2.5517666339874268,101267.3203125,3.2407658100128174,101259.4453125
6.0,0.020194876939058304,-0.5157846212387085,0.02453877590596676,-0.5272224545478821,1000000.0,1.0,case_152,7.2742940560033276e-09,1.3489963313073616e-10,4.1352797097715666e-07,0.0,9.202400207519531,98784.609375,11.232945442199707,98762.1796875,pinn,0015,9.213624000549316,101085.53125,11.256866455078125,101062.1796875
8.0,0.020342392846941948,-0.5138234496116638,0.024753743782639503,-0.5272224545478821,1000000.0,1.0,case_156,6.780955352780893e-09,1.3501393059112132e-10,3.9329205492322217e-07,0.0,9.273634910583496,98784.46875,11.35483455657959,98762.1796875,pinn,0015,9.284863471984863,101085.4921875,11.378969192504883,101062.1796875
10.0,0.020864062011241913,-0.46251651644706726,0.026483861729502678,-0.523880660533905,100000.0,0.09999999999999999,case_157,3.3993068360160805e-09,1.3357370765021415e-09,3.512885760059703e-09,0.0,0.6517447233200073,99019.2109375,0.8067901134490967,99022.390625,pinn,0015,0.6449634432792664,101319.109375,0.8047273755073547,101322.390625
10.0,0.02165074273943901,-0.4599585235118866,0.026905754581093788,-0.5225052833557129,200000.0,0.19999999999999998,case_158,2.8481272895675147e-09,1.0973546515913313e-09,2.9447155824868787e-09,0.0,0.701500654220581,99003.875,0.93658447265625,99014.578125,pinn,0015,0.6981046199798584,101304.3046875,0.9397014379501343,101314.578125
-4.0,0.027418576180934906,-0.5648224353790283,0.03338606283068657,-0.6588394045829773,100000.0,0.09999999999999999,case_161,3.5090454986175246e-09,1.3181649105575843e-09,3.7786342943491036e-09,0.0,0.7652093768119812,99007.28125,0.9941157102584839,99021.71875,pinn,0018,0.7575047016143799,101307.515625,0.9939904808998108,101321.71875
-4.0,0.028588537126779556,-0.620261013507843,0.03511318936944008,-0.6674858927726746,1000000.0,1.0,case_164,2.377029240108186e-08,1.3487853889326828e-10,1.3197876569392974e-06,0.0,13.25783634185791,98712.4140625,16.517728805541992,98692.2578125,pinn,0018,13.268831253051758,101013.9609375,16.5416316986084,100992.2578125
-2.0,0.028538351878523827,-0.6183122396469116,0.03495536744594574,-0.6674858927726746,1000000.0,1.0,case_168,2.2803481769528844e-08,1.3491663342080074e-10,1.2418362302923924e-06,0.0,13.209356307983398,98713.53125,16.385910034179688,98692.2578125,pinn,0018,13.220259666442871,101015.1015625,16.40919303894043,100992.2578125
0.0,0.02953033708035946,-0.5593839883804321,0.035715293139219284,-0.6609063744544983,200000.0,0.19999999999999998,case_170,2.9305047277716767e-09,1.016805306619517e-09,3.0866360578585272e-09,0.0,0.9036797881126404,98994.1484375,1.2582308053970337,99011.8203125,pinn,0018,0.8993000984191895,101295.0078125,1.2540860176086426,101311.8203125
4.0,0.027471601963043213,-0.5610618591308594,0.033806212246418,-0.6588394045829773,100000.0,0.09999999999999999,case_177,3.4912090995931067e-09,1.3188892200588498e-09,3.727875341752451e-09,0.0,0.7531543970108032,99008.359375,0.967518150806427,99021.71875,pinn,0018,0.7459418177604675,101308.65625,0.9674055576324463,101321.71875
4.0,0.012432637624442577,-0.5752254128456116,0.015262993983924389,-0.6007119417190552,200000.0,0.19999999999999998,case_242,2.9830509173933706e-09,8.745669743959184e-10,3.1453710747086916e-09,0.0,0.6939424872398376,99003.875,0.9766924977302551,99013.0234375,pinn,2415,0.6878042221069336,101304.09375,0.9731507301330566,101313.0234375
8.0,0.01251938659697771,-0.5642128586769104,0.015961293131113052,-0.6007119417190552,200000.0,0.19999999999999998,case_250,2.975114377079535e-09,9.016956070695414e-10,3.133744375105607e-09,0.0,0.6929118037223816,99003.71875,0.9729517102241516,99013.0234375,pinn,2415,0.6869714856147766,101303.9296875,0.9702731966972351,101313.0234375
8.0,0.011839693412184715,-0.540549635887146,0.01553437765687704,-0.588989794254303,500000.0,0.5,case_251,1.3506700202725597e-09,2.9620481067915705e-10,1.530354731826833e-09,0.0,1.6414235830307007,98956.5703125,2.2713942527770996,98951.59375,pinn,2415,1.627597689628601,101256.6640625,2.250941276550293,101251.59375
10.0,0.012588470242917538,-0.5595405697822571,0.0164266936480999,-0.6007119417190552,200000.0,0.19999999999999998,case_254,2.971477730540073e-09,9.146906565504764e-10,3.1306808256914564e-09,0.0,0.6935641169548035,99003.6796875,0.9741837382316589,99013.0234375,pinn,2415,0.687802255153656,101303.890625,0.9718208312988281,101313.0234375
-2.0,0.02202298492193222,-0.5720943808555603,0.026589730754494667,-0.6808620691299438,500000.0,0.5,case_263,1.406123661951142e-09,2.910785501519797e-10,1.7889688619376898e-09,0.0,2.9492440223693848,98950.953125,3.6291134357452393,98940.1484375,pinn,4412,2.942631244659424,101251.078125,3.62164044380188,101240.1484375
2.0,0.021899307146668434,-0.6260968446731567,0.026508377864956856,-0.6737068891525269,100000.0,0.09999999999999999,case_269,3.812168802852511e-09,1.422674200668439e-09,4.432893607742017e-09,0.0,0.6705518960952759,99018.0703125,0.7970024347305298,99021.640625,pinn,4412,0.6649371385574341,101317.8359375,0.7946714758872986,101321.640625
8.0,0.021999593824148178,-0.6185722351074219,0.026795988902449608,-0.6737068891525269,100000.0,0.09999999999999999,case_281,3.794590419659016e-09,1.4383957358532484e-09,4.321194957412899e-09,0.0,0.6610997915267944,99018.90625,0.7821906208992004,99021.640625,pinn,4412,0.6552045345306396,101318.6484375,0.7797960638999939,101321.640625
8.0,0.022244509309530258,-0.556267499923706,0.026809798553586006,-0.6808620691299438,500000.0,0.5,case_283,1.395306759022219e-09,2.928443876282216e-10,1.6916611444983687e-09,0.0,3.0153017044067383,98955.6015625,3.6945412158966064,98940.1484375,pinn,4412,3.006570816040039,101255.2734375,3.684173583984375,101240.1484375
10.0,0.022029412910342216,-0.6163855195045471,0.02694147638976574,-0.6737068891525269,100000.0,0.09999999999999999,case_285,3.789013547361719e-09,1.4364355260809702e-09,4.290931610029247e-09,0.0,0.6578342318534851,99019.125,0.7783607244491577,99021.640625,pinn,4412,0.6519680619239807,101318.875,0.7761065363883972,101321.640625
-2.0,0.02095547318458557,-0.816946268081665,0.026198415085673332,-0.7851275205612183,200000.0,0.19999999999999998,case_294,3.571944962033058e-09,9.720261262557983e-10,7.965264892106916e-09,0.0,0.876964807510376,98987.0703125,1.307497262954712,99009.34375,pinn,4415,0.8740273118019104,101286.421875,1.3213903903961182,101309.34375
-2.0,0.020093265920877457,-0.6922126412391663,0.025615250691771507,-0.7829063534736633,1000000.0,1.0,case_296,1.8222687359070733e-08,5.139556488731323e-11,7.2056775479723e-07,0.0,9.674049377441406,98685.671875,12.124882698059082,98634.71875,pinn,4415,9.683263778686523,100985.046875,12.145301818847656,100934.71875
0.0,0.020882166922092438,-0.7728912830352783,0.02604462392628193,-0.7778218388557434,100000.0,0.09999999999999999,case_297,4.176120782517501e-09,1.2020883177754627e-09,7.874658258799627e-09,0.0,0.7050732374191284,99006.0546875,0.8895308971405029,99021.125,pinn,4415,0.6967943906784058,101304.9921875,0.8879358768463135,101321.125
4.0,0.0211388748139143,-0.7714190483093262,0.02639422006905079,-0.7778218388557434,100000.0,0.09999999999999999,case_305,4.148656973512743e-09,1.2297338702893512e-09,7.531204104793687e-09,0.0,0.6983524560928345,99006.1328125,0.8794532418251038,99021.125,pinn,4415,0.6902228593826294,101304.8046875,0.878567636013031,101321.125
4.0,0.021758155897259712,-0.7638406753540039,0.027189593762159348,-0.789480984210968,500000.0,0.5,case_307,1.6859047491379897e-09,2.6836646793704233e-10,7.459032502765695e-09,0.0,3.093078851699829,98933.84375,3.940357208251953,98926.609375,pinn,4415,3.074766159057617,101229.1640625,3.895124912261963,101226.609375
6.0,0.021801894530653954,-0.7746621370315552,0.02719273418188095,-0.789480984210968,500000.0,0.5,case_311,1.6698316063212815e-09,2.695509648820149e-10,6.894897541798173e-09,0.0,3.1047585010528564,98933.984375,3.957427501678467,98926.609375,pinn,4415,3.087038040161133,101229.2890625,3.9114792346954346,101226.609375
6.0,0.019559074193239212,-0.7016249299049377,0.024468598887324333,-0.7829063534736633,1000000.0,1.0,case_312,1.596850829344021e-08,4.046097831778006e-11,6.237733032321557e-07,0.0,9.401897430419922,98684.796875,11.597652435302734,98634.71875,pinn,4415,9.407955169677734,100984.1328125,11.617042541503906,100934.71875
8.0,0.021351976320147514,-0.7927190065383911,0.026788270100951195,-0.7851275205612183,200000.0,0.19999999999999998,case_314,3.4841787233119703e-09,9.769721698305034e-10,6.829321108625663e-09,0.0,0.8778828382492065,98984.3515625,1.3223870992660522,99009.34375,pinn,4415,0.8733932375907898,101284.0703125,1.3314216136932373,101309.34375
10.0,0.021909018978476524,-0.7863153219223022,0.027275996282696724,-0.789480984210968,500000.0,0.5,case_319,1.6348767895024707e-09,2.7379631895030343e-10,5.695033333807942e-09,0.0,3.1365909576416016,98934.1953125,4.006862163543701,98926.609375,pinn,4415,3.1183719635009766,101229.78125,3.959388494491577,101226.609375
4.0,0.02155257947742939,-0.8104197978973389,0.027844181284308434,-0.8737464547157288,100000.0,0.09999999999999999,case_337,4.659119756666996e-09,1.1884190298516728e-09,1.4280192139892733e-08,0.0,0.731339156627655,99010.3671875,0.9711689352989197,99020.640625,pinn,4418,0.7252145409584045,101309.109375,0.9737997055053711,101320.640625
6.0,0.02226964943110943,-0.8125428557395935,0.028527909889817238,-0.8808767199516296,200000.0,0.19999999999999998,case_342,3.860486597062618e-09,8.77158123913091e-10,1.0613153023086852e-08,0.0,0.9032180905342102,98993.6953125,1.2908519506454468,99007.4375,pinn,4418,0.8970954418182373,101292.984375,1.3024238348007202,101307.4375
6.0,0.022115973755717278,-0.8287153244018555,0.028334585949778557,-0.885127604007721,500000.0,0.5,case_343,2.1360002655512744e-09,3.17892906442907e-10,1.4953375426784987e-08,0.0,3.095431089401245,98918.921875,3.9937045574188232,98914.6875,pinn,4418,3.0796384811401367,101212.0234375,3.9567227363586426,101214.6875
8.0,0.021852919831871986,-0.8114627599716187,0.028523985296487808,-0.8737464547157288,100000.0,0.09999999999999999,case_345,4.6204253756343405e-09,1.2015679562438208e-09,1.3819863475816874e-08,0.0,0.7220621109008789,99010.2109375,0.95017009973526,99020.640625,pinn,4418,0.7165409326553345,101309.15625,0.9545953869819641,101320.640625
8.0,0.022378623485565186,-0.813193678855896,0.028834518045186996,-0.8808767199516296,200000.0,0.19999999999999998,case_346,3.847446361504581e-09,8.877584778410608e-10,1.0498776070733129e-08,0.0,0.9034335613250732,98994.2109375,1.291214942932129,99007.4375,pinn,4418,0.8974235653877258,101292.4140625,1.3032065629959106,101307.4375
8.0,0.020401285961270332,-0.81482994556427,0.026086613535881042,-0.8865270018577576,1000000.0,1.0,case_348,1.0258028204646052e-08,2.3612970953545975e-11,3.3265004617533123e-07,0.0,9.348265647888184,98624.375,12.16124439239502,98583.0625,pinn,4418,9.336736679077148,100925.15625,12.150712966918945,100883.0625
-2.0,0.026132022961974144,-0.8878458738327026,0.03395120054483414,-0.9561296105384827,500000.0,0.5,case_359,2.3210899868786328e-09,3.0145810847592713e-10,1.5155873001049258e-08,0.0,3.525374412536621,98902.6015625,4.6014084815979,98905.84375,pinn,4421,3.523074150085449,101199.640625,4.588973045349121,101205.84375
-2.0,0.026196448132395744,-0.893702507019043,0.0340409018099308,-0.9575648903846741,1000000.0,1.0,case_360,7.867549811635399e-08,1.3707104895566147e-10,1.681598632785608e-06,0.0,11.889039039611816,98596.03125,15.98291301727295,98547.65625,pinn,4421,11.860462188720703,100894.5,15.981992721557617,100847.65625
2.0,0.02587967924773693,-0.8838338851928711,0.03357032313942909,-0.9575648903846741,1000000.0,1.0,case_368,8.327769052129952e-08,1.3590296943366553e-10,1.6727185538911726e-06,0.0,11.722905158996582,98597.6875,15.7746000289917,98547.65625,pinn,4421,11.693990707397461,100896.1875,15.769861221313477,100847.65625
10.0,0.0267708171159029,-0.8706773519515991,0.03542926162481308,-0.9561296105384827,500000.0,0.5,case_383,2.261847154017005e-09,3.1224892116377134e-10,1.4128951342229357e-08,0.0,3.5739057064056396,98903.1953125,4.791263103485107,98905.84375,pinn,4421,3.57146954536438,101200.5546875,4.77317476272583,101205.84375
-4.0,0.0019614389166235924,-0.19603674113750458,0.0031003078911453485,-0.20554691553115845,100000.0,0.09999999999999999,case_001,1.6570875231991522e-05,4.296660596758706e-11,3.0029166737222113e-05,0.0,0.15385739505290985,99022.03125,0.2455996870994568,99023.9765625,fno,0006,0.15327078104019165,101322.015625,0.24571537971496582,101323.9765625
-4.0,0.003390394151210785,-0.2581651508808136,0.005860085133463144,-0.20992682874202728,500000.0,0.5,case_003,1.8259235730511136e-05,0.0,0.00017879651568364352,0.0,0.5196803212165833,98996.234375,0.8587548732757568,98998.8359375,fno,0006,0.519717812538147,101296.25,0.8587080836296082,101298.8359375
2.0,0.0033912118524312973,-0.258220911026001,0.005861016921699047,-0.20992682874202728,500000.0,0.5,case_015,1.8198028556071222e-05,0.0,0.00017834114260040224,0.0,0.5192321538925171,98996.2109375,0.8578611016273499,98998.8359375,fno,0006,0.5191927552223206,101296.21875,0.8577899932861328,101298.8359375
-4.0,0.0028664590790867805,-0.260324090719223,0.004808224271982908,-0.29554709792137146,500000.0,0.5,case_035,4.95477161166491e-06,2.1196457559835372e-27,1.530584631836973e-05,0.0,0.43092969059944153,98990.8671875,0.6767445802688599,98988.1640625,fno,0008,0.43145129084587097,101290.8671875,0.6775473952293396,101288.1640625
0.0,0.0041115074418485165,-0.2694568634033203,0.005923619959503412,-0.2933560013771057,200000.0,0.19999999999999998,case_042,1.954473873411189e-06,2.1096026401462575e-12,6.229379778233124e-06,0.0,0.18287315964698792,99020.875,0.3599250912666321,99019.1484375,fno,0008,0.18256503343582153,101320.875,0.3593684136867523,101319.1484375
4.0,0.0034543818328529596,-0.30532506108283997,0.004247467033565044,-0.2962748110294342,1000000.0,1.0,case_052,1.1491689544396166e-11,0.0,1.973453900294686e-10,0.0,0.9387643933296204,98875.7734375,1.3529514074325562,98877.3046875,fno,0008,0.9396212100982666,101175.7734375,1.353868007659912,101177.3046875
6.0,0.0034567960537970066,-0.30535081028938293,0.004249392077326775,-0.2962748110294342,1000000.0,1.0,case_056,1.1454366968810525e-11,0.0,1.966952434262481e-10,0.0,0.939125657081604,98875.7578125,1.353630781173706,98877.3046875,fno,0008,0.9398906826972961,101175.75,1.3543778657913208,101177.3046875
8.0,0.004105956759303808,-0.2692004442214966,0.005919791758060455,-0.2933560013771057,200000.0,0.19999999999999998,case_058,1.9552883259166265e-06,2.0326971442857777e-12,6.235355158423772e-06,0.0,0.1816415935754776,99020.859375,0.35765713453292847,99019.1484375,fno,0008,0.1813064068555832,101320.859375,0.3570917546749115,101319.1484375
8.0,0.002863063244149089,-0.26064789295196533,0.004801891278475523,-0.29554709792137146,500000.0,0.5,case_059,4.9231348384637386e-06,1.941678658728479e-27,1.5219367924146354e-05,0.0,0.42599567770957947,98990.796875,0.668034017086029,98988.1640625,fno,0008,0.4264979660511017,101290.796875,0.6687970757484436,101288.1640625
10.0,0.004104583989828825,-0.2691362202167511,0.005918842274695635,-0.2933560013771057,200000.0,0.19999999999999998,case_062,1.9555054677766748e-06,2.0140185092581975e-12,6.236939952941611e-06,0.0,0.18133924901485443,99020.8515625,0.35708120465278625,99019.1484375,fno,0008,0.1809944063425064,101320.8515625,0.3565099239349365,101319.1484375
10.0,0.003461642423644662,-0.30540236830711365,0.004253265913575888,-0.2962748110294342,1000000.0,1.0,case_064,1.1380119069315242e-11,0.0,1.9540843942955632e-10,0.0,0.9398134350776672,98875.7265625,1.354844570159912,98877.3046875,fno,0008,0.9405629634857178,101175.71875,1.35563063621521,101177.3046875
-2.0,0.0031701314728707075,-0.3475143313407898,0.004879551939666271,-0.35309284925460815,200000.0,0.19999999999999998,case_070,2.343147571082227e-06,2.0734912539125544e-13,7.1584354373044334e-06,0.0,0.21304264664649963,99018.9609375,0.41954636573791504,99017.9609375,fno,0010,0.21274536848068237,101318.9765625,0.41938138008117676,101317.9609375
8.0,0.002399842254817486,-0.339905321598053,0.003890994004905224,-0.3512571156024933,100000.0,0.09999999999999999,case_089,1.7835716789704747e-05,1.4844672366343126e-11,3.322557677165605e-05,0.0,0.15810726583003998,99022.859375,0.2364780157804489,99023.25,fno,0010,0.15739457309246063,101322.828125,0.23605769872665405,101323.25
-4.0,0.004723601043224335,-0.4080160856246948,0.008014537394046783,-0.4368973970413208,1000000.0,1.0,case_100,1.8040775470740122e-11,0.0,1.9344854884639773e-10,0.0,2.0016071796417236,98829.875,3.547269105911255,98807.203125,fno,0012,2.001826524734497,101129.8671875,3.5472607612609863,101107.203125
-2.0,0.002203017007559538,-0.4209272563457489,0.0034772742073982954,-0.43041038513183594,100000.0,0.09999999999999999,case_101,1.8259204807691276e-05,9.769682757015605e-14,3.770096373045817e-05,0.0,0.18058229982852936,99021.1171875,0.2910047173500061,99022.8515625,fno,0012,0.1800922006368637,101321.09375,0.2907316982746124,101322.8515625
-2.0,0.0030732774175703526,-0.42340511083602905,0.0044966754503548145,-0.43347975611686707,200000.0,0.19999999999999998,case_102,2.162729515475803e-06,2.8554806258504917e-15,5.547104137804126e-06,0.0,0.245524063706398,99017.0234375,0.4759300649166107,99016.359375,fno,0012,0.24513877928256989,101317.0234375,0.4757370054721832,101316.359375
6.0,0.00392764899879694,-0.3956320881843567,0.006547448690980673,-0.43604427576065063,500000.0,0.5,case_119,5.063390290160896e-06,4.377037140733374e-37,1.4905785974406172e-05,0.0,0.8693681955337524,98973.8828125,1.438477873802185,98970.65625,fno,0012,0.8704319000244141,101273.8828125,1.4393115043640137,101270.65625
10.0,0.0030741675291210413,-0.4232110381126404,0.004503926727920771,-0.43347975611686707,200000.0,0.19999999999999998,case_126,2.161405518563697e-06,2.6987232029174538e-15,5.55328233531327e-06,0.0,0.24322883784770966,99016.9921875,0.4709298610687256,99016.359375,fno,0012,0.2428823709487915,101316.9921875,0.47075310349464417,101316.359375
10.0,0.0039258794859051704,-0.3957555592060089,0.006543038412928581,-0.43604427576065063,500000.0,0.5,case_127,5.053384484199341e-06,4.242596341858297e-37,1.4875711713102646e-05,0.0,0.8661529421806335,98973.859375,1.4333691596984863,98970.65625,fno,0012,0.8672515749931335,101273.8515625,1.434279441833496,101270.65625
10.0,0.004721302073448896,-0.4082362949848175,0.007990471087396145,-0.4368973970413208,1000000.0,1.0,case_128,1.7615823730277036e-11,0.0,1.8903255349922432e-10,0.0,1.985826849937439,98829.703125,3.521008014678955,98807.203125,fno,0012,1.985965609550476,101129.6953125,3.5209014415740967,101107.203125
4.0,0.004435071721673012,-0.5057258009910583,0.007535059470683336,-0.526039183139801,500000.0,0.5,case_147,4.449210791790392e-06,0.0,2.497869536455255e-05,0.0,0.6549017429351807,98962.1640625,1.085697054862976,98959.4453125,fno,0015,0.6555397510528564,101262.15625,1.0861371755599976,101259.4453125
6.0,0.004392644390463829,-0.4879862070083618,0.006621393840759993,-0.5272224545478821,1000000.0,1.0,case_152,7.961081446850038e-12,0.0,1.746792294143873e-10,0.0,1.4373195171356201,98771.9375,2.5386857986450195,98762.1796875,fno,0015,1.4376404285430908,101071.9296875,2.5389933586120605,101062.1796875
8.0,0.004392856266349554,-0.4880480468273163,0.0066185942851006985,-0.5272224545478821,1000000.0,1.0,case_156,7.932620706141424e-12,0.0,1.7406616426018928e-10,0.0,1.435703992843628,98771.90625,2.5355937480926514,98762.1796875,fno,0015,1.4360531568527222,101071.890625,2.5358757972717285,101062.1796875
10.0,0.002530060475692153,-0.5118768811225891,0.004027076065540314,-0.523880660533905,100000.0,0.09999999999999999,case_157,1.508907644165447e-05,2.7398733340444886e-15,3.0479019187623635e-05,0.0,0.1703052818775177,99021.8125,0.2541388273239136,99022.390625,fno,0015,0.1696418821811676,101321.8203125,0.2536849081516266,101322.390625
10.0,0.002528210636228323,-0.4891037046909332,0.0038826288655400276,-0.5225052833557129,200000.0,0.19999999999999998,case_158,3.1397034945257474e-06,1.6960203155009103e-18,9.353167115477845e-06,0.0,0.22142603993415833,99012.9296875,0.36478397250175476,99014.578125,fno,0015,0.22101141512393951,101312.921875,0.36461129784584045,101314.578125
-4.0,0.003509666072204709,-0.7160869240760803,0.006431194022297859,-0.6588394045829773,100000.0,0.09999999999999999,case_161,1.5286666894098744e-05,6.446332897194824e-20,3.147911047562957e-05,0.0,0.2383822202682495,99019.4921875,0.3791351616382599,99021.71875,fno,0018,0.23777642846107483,101319.5078125,0.3786771595478058,101321.71875
-4.0,0.004496925976127386,-0.6783438920974731,0.006865539588034153,-0.6674858927726746,1000000.0,1.0,case_164,1.885791522937552e-11,0.0,5.764596022750368e-10,0.0,1.6401888132095337,98702.9375,2.617710590362549,98692.2578125,fno,0018,1.6408288478851318,101002.921875,2.6182973384857178,100992.2578125
-2.0,0.004496010486036539,-0.6783957481384277,0.006861357484012842,-0.6674858927726746,1000000.0,1.0,case_168,1.879218655687076e-11,0.0,5.745063313966625e-10,0.0,1.6385263204574585,98702.890625,2.6144049167633057,98692.2578125,fno,0018,1.639113426208496,101002.8828125,2.614987373352051,100992.2578125
0.0,0.003230837406590581,-0.6846656203269958,0.005136552266776562,-0.6609063744544983,200000.0,0.19999999999999998,case_170,5.35155413672328e-06,2.6418053045508458e-22,1.890896055556368e-05,0.0,0.28523075580596924,99012.828125,0.45731911063194275,99011.8203125,fno,0018,0.2848866879940033,101312.828125,0.45724114775657654,101311.8203125
4.0,0.0035101177636533976,-0.7159425616264343,0.006431776098906994,-0.6588394045829773,100000.0,0.09999999999999999,case_177,1.5230577446345706e-05,6.51702258912087e-20,3.138390093226917e-05,0.0,0.23824498057365417,99019.4765625,0.3788616359233856,99021.71875,fno,0018,0.23764115571975708,101319.4921875,0.37841081619262695,101321.71875
4.0,0.0033646714873611927,-0.5725493431091309,0.00512259267270565,-0.6007119417190552,200000.0,0.19999999999999998,case_242,6.278273758653086e-06,2.4064325173283406e-26,2.7504693207447417e-05,0.0,0.3067098557949066,99008.0,0.49851956963539124,99013.0234375,fno,2415,0.3057415783405304,101308.0078125,0.4973813593387604,101313.0234375
8.0,0.003365896176546812,-0.5725449919700623,0.005123783368617296,-0.6007119417190552,200000.0,0.19999999999999998,case_250,6.281457444856642e-06,2.34962960177177e-26,2.753939770627767e-05,0.0,0.30620571970939636,99007.984375,0.4975105822086334,99013.0234375,fno,2415,0.30530083179473877,101307.9921875,0.4963938593864441,101313.0234375
8.0,0.003796506440266967,-0.5532816648483276,0.00604174705222249,-0.588989794254303,500000.0,0.5,case_251,8.63588593347231e-06,0.0,6.1477352574002e-05,0.0,0.6305142045021057,98953.8671875,0.9879348278045654,98951.59375,fno,2415,0.6310836672782898,101253.859375,0.9881914258003235,101251.59375
10.0,0.003366511780768633,-0.572542667388916,0.0051243905909359455,-0.6007119417190552,200000.0,0.19999999999999998,case_254,6.283030415943358e-06,2.321857075676124e-26,2.755665991571732e-05,0.0,0.3059941232204437,99007.9765625,0.4970044791698456,99013.0234375,fno,2415,0.3050921559333801,101307.984375,0.49591952562332153,101313.0234375
-2.0,0.004307328723371029,-0.6427311897277832,0.007148188538849354,-0.6808620691299438,500000.0,0.5,case_263,9.082898031920195e-06,2.3791048734773133e-33,3.722240580827929e-05,0.0,0.7561302185058594,98943.9375,1.1079277992248535,98940.1484375,fno,4412,0.756415605545044,101243.9296875,1.107712745666504,101240.1484375
2.0,0.0029919601511210203,-0.6501249074935913,0.0045484513975679874,-0.6737068891525269,100000.0,0.09999999999999999,case_269,9.588941793481354e-06,2.9236021156092695e-12,2.241600668639876e-05,0.0,0.2054334133863449,99021.1796875,0.32021743059158325,99021.640625,fno,4412,0.20572172105312347,101321.1796875,0.32060110569000244,101321.640625
8.0,0.0029904297553002834,-0.6501442193984985,0.004545015748590231,-0.6737068891525269,100000.0,0.09999999999999999,case_281,9.564151696395129e-06,2.9011107752219267e-12,2.2351152438204736e-05,0.0,0.20511016249656677,99021.1640625,0.3195546865463257,99021.640625,fno,4412,0.2054537981748581,101321.1640625,0.31997552514076233,101321.640625
8.0,0.004297067876905203,-0.6431362628936768,0.007115988060832024,-0.6808620691299438,500000.0,0.5,case_283,9.0732055468834e-06,2.2044460657412992e-33,3.725273199961521e-05,0.0,0.7449104189872742,98943.796875,1.0908749103546143,98940.1484375,fno,4412,0.7452773451805115,101243.7890625,1.0907694101333618,101240.1484375
10.0,0.0029899240471422672,-0.6501508355140686,0.004543882794678211,-0.6737068891525269,100000.0,0.09999999999999999,case_285,9.555848919262644e-06,2.8936388875300256e-12,2.2329395505948924e-05,0.0,0.20499464869499207,99021.15625,0.3193480372428894,99021.640625,fno,4412,0.20534798502922058,101321.15625,0.3197958469390869,101321.640625
-2.0,0.003076930996030569,-0.7450866103172302,0.005011384841054678,-0.7851275205612183,200000.0,0.19999999999999998,case_294,3.833719802059932e-06,6.496546888407024e-27,1.0801071766763926e-05,0.0,0.3578442931175232,99005.328125,0.5761511325836182,99009.34375,fno,4415,0.3569604158401489,101305.34375,0.5760473608970642,101309.34375
-2.0,0.005580057855695486,-0.8203723430633545,0.008445816114544868,-0.7829063534736633,1000000.0,1.0,case_296,2.3250078129422036e-07,0.0,1.0315194231225178e-05,0.0,2.4729607105255127,98623.1953125,4.032973766326904,98634.71875,fno,4415,2.473231792449951,100923.1796875,4.033920764923096,100934.71875
0.0,0.0029744687490165234,-0.7616835236549377,0.0048737130127847195,-0.7778218388557434,100000.0,0.09999999999999999,case_297,8.63027435116237e-06,1.3936043822250851e-16,1.5551899195997976e-05,0.0,0.19430764019489288,99018.9453125,0.3055994212627411,99021.125,fno,4415,0.19439642131328583,101318.9453125,0.30548593401908875,101321.125
4.0,0.0029731793329119682,-0.7617005109786987,0.004871854092925787,-0.7778218388557434,100000.0,0.09999999999999999,case_305,8.623427675047424e-06,1.3846223919128413e-16,1.5546344002359547e-05,0.0,0.1943008154630661,99018.9453125,0.30550411343574524,99021.125,fno,4415,0.1943339854478836,101318.9453125,0.3053467869758606,101321.125
4.0,0.004152402747422457,-0.7801411151885986,0.0069613405503332615,-0.789480984210968,500000.0,0.5,case_307,5.346687885321444e-06,0.0,2.803970710374415e-05,0.0,0.6778426766395569,98925.296875,1.111376166343689,98926.609375,fno,4415,0.6779402494430542,101225.3125,1.1114485263824463,101226.609375
6.0,0.004152223933488131,-0.780238926410675,0.006961832754313946,-0.789480984210968,500000.0,0.5,case_311,5.3446265155798756e-06,0.0,2.804034375003539e-05,0.0,0.6771411895751953,98925.265625,1.1106417179107666,98926.609375,fno,4415,0.6772114634513855,101225.28125,1.1106328964233398,101226.609375
6.0,0.005608175881206989,-0.8207820653915405,0.008479354903101921,-0.7829063534736633,1000000.0,1.0,case_312,2.3131700288558932e-07,0.0,1.0266355275234673e-05,0.0,2.488391399383545,98622.9453125,4.058726787567139,98634.71875,fno,4415,2.488682270050049,100922.9375,4.059669494628906,100934.71875
8.0,0.0030810588505119085,-0.7450733184814453,0.005019279196858406,-0.7851275205612183,200000.0,0.19999999999999998,case_314,3.837114491034299e-06,5.818826007672755e-27,1.0815870155056473e-05,0.0,0.3548121750354767,99005.2421875,0.5705280900001526,99009.34375,fno,4415,0.35396048426628113,101305.25,0.5704662203788757,101309.34375
