model,epoch,train_loss,val_loss
unet,1,9.5161032393987,7.045302286744118
unet,2,9.173156791053742,6.887556314468384
unet,3,9.073082979959933,6.818547189235687
unet,4,9.02428842486129,6.8165492713451385
unet,5,8.954197687593844,6.9074119329452515
unet,6,8.864873004053893,6.862190634012222
unet,7,8.836605626132648,6.839619442820549
unet,8,8.846680567669774,6.798209860920906
unet,9,8.776630844523313,6.693017095327377
unet,10,8.707923377455458,6.851533874869347
unet,11,8.684087622778218,6.715825170278549
unet,12,8.654065177374678,6.684756398200989
unet,13,8.563290570093239,6.897975742816925
unet,14,8.602787984689705,6.574099898338318
unet,15,8.572932512863822,6.818609714508057
unet,16,8.627188865375143,6.7464945912361145
unet,17,8.615479054658309,6.6347174644470215
unet,18,8.618960316473316,6.943256229162216
unet,19,8.557039821100801,6.855858623981476
unet,20,8.488392308766663,6.646127626299858
unet,21,8.528450573857123,6.6098218858242035
unet,22,8.474720057291476,6.560388654470444
unet,23,8.4841169844503,6.579633742570877
unet,24,8.495377996693486,6.615323960781097
unet,25,8.470522547427844,6.534640058875084
unet,26,8.49254517687168,6.58117863535881
unet,27,8.447982916247703,6.546285524964333
unet,28,8.48678879351484,6.621819734573364
unet,29,8.524261098840963,6.616005331277847
unet,30,8.488714906066773,6.527576044201851
unet,31,8.494212395588871,6.543238535523415
unet,32,8.424564263566209,6.73118756711483
unet,33,8.497054997168982,6.77604053914547
unet,34,8.43278767280428,6.517780154943466
unet,35,8.419638373635031,6.54498878121376
unet,36,8.383300559794007,6.547153323888779
unet,37,8.442232263889238,6.530347153544426
unet,38,8.425745774634741,6.516853392124176
unet,39,8.462129379920809,6.526542544364929
unet,40,8.430558549556807,6.6231499165296555
unet,41,8.38765951060495,6.537267297506332
unet,42,8.395249349797668,6.594000890851021
unet,43,8.477080739062766,6.83626763522625
unet,44,8.415599451705873,6.506031721830368
unet,45,8.418301135654977,6.563311204314232
unet,46,8.407890164805025,6.537792056798935
unet,47,8.435373418887142,6.520702615380287
unet,48,8.404769562921034,6.529771909117699
unet,49,8.411305565136695,6.576360106468201
unet,50,8.361997346161854,6.559330448508263
unet,51,8.04984680489589,6.289369359612465
unet,52,7.8597116168779815,6.9029571413993835
unet,53,7.481571523097193,5.649084180593491
unet,54,7.404555818308955,5.614901602268219
unet,55,7.4122406984035205,5.45679697394371
unet,56,7.375718393815836,5.406598389148712
unet,57,7.173195925154705,5.379297256469727
unet,58,7.1834398314886885,5.2481856644153595
unet,59,7.229940322076851,5.3163513988256454
unet,60,6.95495377086368,5.121619865298271
unet,61,7.042870358516105,5.391322270035744
unet,62,6.781965072918315,5.0720182582736015
