field,mae,model,n,r2,relative_rmse,rmse
Ux,0.04021099620621667,unet,510240,0.9725489769971929,0.12996597745685762,0.058083139456662845
Uy,0.011477679874376076,unet,510240,0.9176329357639991,0.8280980612362079,0.018235798370344673
p,6.403288954707588,unet,510240,0.924244932171413,0.00012071809186168359,12.231361585751243
nut,7.130275245284286e-06,unet,510240,0.050585932426311375,4.289047219981985,2.8984754815617554e-05
k,0.0001796453903042482,unet,510240,0.0077446148507402945,39.76886607058679,0.0037727442794637067
omega,0.5628578008439914,unet,510240,0.08068295782484014,8.838274647406063,4.9764752259241085
Cp,0.03166269009632108,unet,510240,0.9127513114137703,2.489851792263911,0.050667925171411596
cavitation_margin,6.4376073943144405,unet,510240,0.9240557432469441,0.00012367618343108667,12.246625213214879
Cl,0.14182846694364068,unet,510240,0.8843984760203,0.3970846070662194,0.17725731425329883
Cd,0.003499865798610673,unet,510240,0.9004452839772662,0.11533931043737035,0.004507166343827109
Ux,0.028197641602599646,pinn,510240,0.9884475149902048,0.08431175264869764,0.037679794225804704
Uy,0.008011709141795277,pinn,510240,0.9205789803431548,0.8131538145609036,0.017906706585296032
p,4.612831492287943,pinn,510240,0.9350761620826751,0.00011175542354988623,11.323248848015503
nut,9.162063844801234e-06,pinn,510240,-0.009995148661908981,4.42377103030124,2.989519865305933e-05
k,0.00027373297110750187,pinn,510240,0.00582432178760639,39.807329437059266,0.0037763931751996424
omega,0.6924752897230453,pinn,510240,0.06869742767457931,8.895702263051549,5.008810395167523
Cp,0.021833222913129054,pinn,510240,0.9352583168355257,2.1447962205730353,0.04364612172883994
cavitation_margin,4.594197690670077,pinn,510240,0.9342699614218192,0.00011505898809909358,11.393335932350329
Cl,0.04105698323471886,pinn,510240,0.9897919455783954,0.11799748766480161,0.05267370575412778
Cd,0.0032269986586751257,pinn,510240,0.9278231681707674,0.09820765456561527,0.0038377048873089454
Ux,0.26238373033579715,fno,510240,0.16128887384278356,0.7183839365489881,0.3210532108978468
Uy,0.02297955266657125,fno,510240,0.7405956470670065,1.469581256261817,0.0323620942162599
p,13.960130128713939,fno,510240,0.6105301195576625,0.0002737180611438685,27.733577683098503
nut,7.815380367148247e-06,fno,510240,0.04379776788954959,4.304352924275971,2.9088188530260454e-05
k,0.00014473274004579725,fno,510240,0.004554383593114664,39.83274582759683,0.0037788043463362546
omega,0.5633987939080142,fno,510240,0.06127547871159578,8.931078750470515,5.028729465375685
Cp,0.036787307270648946,fno,510240,0.8782769212510529,2.940901689713049,0.059846689354698945
cavitation_margin,13.982551363696496,fno,510240,0.6100376981127582,0.0002802527735384687,27.751104434768006
Cl,0.19313562195231176,fno,510240,0.8016946026468565,0.520078067945368,0.2321612066686509
Cd,0.007682210178777848,fno,510240,0.5167466592502292,0.2541170846067984,0.00993024812432146
Ux,0.021327500806390707,deeponet,510240,0.9925597956658323,0.06766169015353567,0.03023870909881698
Uy,0.008326603498879844,deeponet,510240,0.9353698972977887,0.7335376293993127,0.01615345444332698
p,4.322749680297507,deeponet,510240,0.9232665404188901,0.00012149514004843195,12.31009342449304
nut,9.433038894916902e-06,deeponet,510240,-0.06886925180234504,4.550878998054105,3.0754175738521145e-05
k,0.00025817988719080735,deeponet,510240,-0.002888730161621611,39.981386551294236,0.003792905413211769
omega,0.82722826063859,deeponet,510240,0.023723049618582404,9.107965050043036,5.128326991221568
Cp,0.022824592719613273,deeponet,510240,0.927588814903472,2.2682810800243547,0.04615901090478273
cavitation_margin,4.345053415427054,deeponet,510240,0.9230455790287162,0.0001244959988734803,12.32780472723663
Cl,0.02038773252880192,deeponet,510240,0.9977003584179253,0.05600558639365028,0.025000716851419053
Cd,0.0019221496380317704,deeponet,510240,0.9709539884906673,0.062300234913321796,0.002434534426719333
