AoA,Cp_mae,Cp_pred_min,Cp_rmse,Cp_truth_min,Re,U_inf,case,cavitation_margin_mae,cavitation_margin_pred_min,cavitation_margin_rmse,cavitation_margin_truth_min,model,naca,p_mae,p_pred_min,p_rmse,p_truth_min
-2.0,0.011955183930695057,-0.42375612258911133,0.021245552226901054,-0.7043312788009644,500000.0,0.5,case_199,2.3813693523406982,98953.4609375,3.4796714782714844,98937.2265625,pinn,2412,2.595932960510254,101255.7734375,3.6620254516601562,101237.2265625
-2.0,0.01269227173179388,-0.37226054072380066,0.023970941081643105,-0.7054967880249023,1000000.0,1.0,case_200,6.12188196182251,98838.890625,11.502999305725098,98673.3125,pinn,2412,5.944926738739014,101135.078125,11.391972541809082,100973.3125
0.0,0.012995581142604351,-0.5281818509101868,0.021825581789016724,-0.5089017748832703,100000.0,0.09999999999999999,case_201,2.536360025405884,99007.78125,3.157487630844116,99022.4609375,pinn,2412,2.2793350219726562,101310.625,2.895824432373047,101322.4609375
0.0,0.011820363812148571,-0.534267008304596,0.020295286551117897,-0.5049822330474854,200000.0,0.19999999999999998,case_202,2.00907301902771,99003.171875,2.681957483291626,99014.9296875,pinn,2412,1.9119620323181152,101305.03125,2.6503849029541016,101314.9296875
0.0,0.010232586413621902,-0.52397221326828,0.0182732455432415,-0.5069341659545898,500000.0,0.5,case_203,2.0796730518341064,98961.9921875,2.9840242862701416,98961.8203125,pinn,2412,2.130476951599121,101262.1015625,3.0428435802459717,101261.8203125
0.0,0.011883183382451534,-0.4984506368637085,0.02096804976463318,-0.5075845122337341,1000000.0,1.0,case_204,4.839273452758789,98772.8671875,9.418387413024902,98771.96875,pinn,2412,4.565116882324219,101069.4609375,9.241790771484375,101071.96875
2.0,0.013130930252373219,-0.6881344318389893,0.02153186872601509,-0.6938931941986084,100000.0,0.09999999999999999,case_205,2.655317783355713,99009.5625,3.1734089851379395,99021.5390625,pinn,2412,2.5152976512908936,101311.8984375,3.0142762660980225,101321.5390625
2.0,0.011305517517030239,-0.6905633211135864,0.019841153174638748,-0.6901172399520874,200000.0,0.19999999999999998,case_206,2.2652831077575684,99003.984375,2.8544070720672607,99011.2421875,pinn,2412,2.2672486305236816,101305.609375,2.844827890396118,101311.2421875
2.0,0.010166761465370655,-0.6525639891624451,0.018983837217092514,-0.6945838332176208,500000.0,0.5,case_207,2.2000768184661865,98947.6640625,3.3190360069274902,98938.4375,pinn,2412,2.2380905151367188,101247.875,3.3411526679992676,101238.4375
2.0,0.010809744708240032,-0.6607650518417358,0.019080745056271553,-0.6960572600364685,1000000.0,1.0,case_208,3.648782253265381,98698.8828125,8.482096672058105,98678.015625,pinn,2412,3.6681926250457764,100995.5859375,8.379344940185547,100978.015625
4.0,0.01330092828720808,-0.8657207489013672,0.022857369855046272,-0.9917176961898804,100000.0,0.09999999999999999,case_209,2.518068313598633,99008.6328125,3.0327396392822266,99020.0546875,pinn,2412,2.5384011268615723,101308.796875,3.0362348556518555,101320.0546875
4.0,0.011639848351478577,-0.863976001739502,0.021387500688433647,-0.986854612827301,200000.0,0.19999999999999998,case_210,2.255082845687866,98995.5859375,2.82542085647583,99005.3203125,pinn,2412,2.392211675643921,101295.5234375,2.9345059394836426,101305.3203125
4.0,0.01126926764845848,-0.808666467666626,0.022042958065867424,-0.993775486946106,500000.0,0.5,case_211,2.682786226272583,98921.8828125,4.100615978240967,98901.1484375,pinn,2412,2.8125650882720947,101219.7734375,4.103831768035889,101201.1484375
4.0,0.012424711138010025,-0.8801091909408569,0.01969236508011818,-0.996062695980072,1000000.0,1.0,case_212,3.8059489727020264,98607.6484375,8.777528762817383,98528.4609375,pinn,2412,3.809666395187378,100904.53125,8.594161987304688,100828.4609375
6.0,0.014036588370800018,-1.0383743047714233,0.026099909096956253,-1.3091644048690796,100000.0,0.09999999999999999,case_213,2.2983365058898926,98998.640625,3.002981662750244,99018.4765625,pinn,2412,2.307326078414917,101297.1796875,2.945324182510376,101318.4765625
6.0,0.01243281178176403,-1.0385528802871704,0.02482166327536106,-1.2995898723602295,200000.0,0.19999999999999998,case_214,2.0222818851470947,98981.703125,2.6514909267425537,98999.0859375,pinn,2412,2.174670696258545,101280.640625,2.7987544536590576,101299.0859375
