AoA,Cp_mae,Cp_pred_min,Cp_rmse,Cp_truth_min,Re,U_inf,case,cavitation_margin_mae,cavitation_margin_pred_min,cavitation_margin_rmse,cavitation_margin_truth_min,model,naca,p_mae,p_pred_min,p_rmse,p_truth_min
-4.0,0.12130961567163467,-0.8581408858299255,0.17936235666275024,-1.2189357280731201,100000.0,0.09999999999999999,case_161,8.540717124938965,98904.2265625,15.050492286682129,99018.921875,unet,0018,8.502584457397461,101195.796875,15.172863960266113,101318.921875
-4.0,0.12290021777153015,-0.8581224679946899,0.18131515383720398,-1.2355269193649292,200000.0,0.19999999999999998,case_162,9.232186317443848,98904.2265625,15.414640426635742,99000.3671875,unet,0018,9.182286262512207,101195.796875,15.54599666595459,101300.3671875
-4.0,0.1216275691986084,-0.8580673933029175,0.17969204485416412,-1.2327896356582642,500000.0,0.5,case_163,16.118371963500977,98904.234375,23.759140014648438,98871.3671875,unet,0018,16.127281188964844,101195.8046875,23.898845672607422,101171.3671875
-4.0,0.12208425253629684,-0.8579766750335693,0.18023677170276642,-1.2370320558547974,1000000.0,1.0,case_164,46.127037048339844,98904.2421875,73.72967529296875,98408.3359375,unet,0018,46.10080337524414,101195.828125,73.83760833740234,100708.3359375
-2.0,0.09273462742567062,-0.8581769466400146,0.13672955334186554,-0.8769860863685608,100000.0,0.09999999999999999,case_165,8.417802810668945,98904.21875,14.88716983795166,99020.625,unet,0018,8.381009101867676,101195.7890625,15.009105682373047,101320.625
-2.0,0.09284525364637375,-0.8581584095954895,0.13683322072029114,-0.8815358877182007,200000.0,0.19999999999999998,case_166,8.64439582824707,98904.2265625,14.662054061889648,99007.421875,unet,0018,8.59578800201416,101195.796875,14.792608261108398,101307.421875
-2.0,0.09390197694301605,-0.8581030964851379,0.13811229169368744,-0.8891746997833252,500000.0,0.5,case_167,12.6248140335083,98904.2265625,18.49628257751465,98914.1875,unet,0018,12.63363265991211,101195.8046875,18.638978958129883,101214.1875
-2.0,0.09425512701272964,-0.858011782169342,0.13852714002132416,-0.8917175531387329,1000000.0,1.0,case_168,34.47340774536133,98904.234375,56.95733642578125,98580.4765625,unet,0018,34.44367980957031,101195.8203125,57.049781799316406,100880.4765625
0.0,0.06444606930017471,-0.8582130074501038,0.09519842267036438,-0.6464337706565857,100000.0,0.09999999999999999,case_169,8.299736022949219,98904.21875,14.72657585144043,99021.78125,unet,0018,8.2647123336792,101195.78125,14.847757339477539,101321.78125
0.0,0.06456208974123001,-0.8581939935684204,0.09532798826694489,-0.6505343914031982,200000.0,0.19999999999999998,case_170,8.102797508239746,98904.21875,13.961860656738281,99012.03125,unet,0018,8.055048942565918,101195.7890625,14.090353965759277,101312.03125
0.0,0.0652809664607048,-0.8581386208534241,0.09620298445224762,-0.6558327674865723,500000.0,0.5,case_171,8.987475395202637,98904.2265625,13.121262550354004,98943.265625,unet,0018,8.997374534606934,101195.796875,13.264749526977539,101243.265625
0.0,0.06552360951900482,-0.8580468893051147,0.09648598730564117,-0.6576074957847595,1000000.0,1.0,case_172,26.721343994140625,98904.234375,43.986019134521484,98697.1796875,unet,0018,26.837337493896484,101195.8125,44.03741455078125,100997.1796875
2.0,0.03651079908013344,-0.8582489490509033,0.0563594326376915,-0.762477457523346,100000.0,0.09999999999999999,case_173,8.185042381286621,98904.2109375,14.566079139709473,99021.1953125,unet,0018,8.150979995727539,101195.78125,14.686302185058594,101321.1953125
2.0,0.03681228682398796,-0.8582300543785095,0.05685192346572876,-0.7658236622810364,200000.0,0.19999999999999998,case_174,7.583047866821289,98904.2109375,13.281034469604492,99009.7265625,unet,0018,7.53870964050293,101195.78125,13.406050682067871,101309.7265625
2.0,0.03735604137182236,-0.8581745624542236,0.05760953202843666,-0.7655248045921326,500000.0,0.5,case_175,5.375565528869629,98904.21875,7.925934314727783,98929.59375,unet,0018,5.383445739746094,101195.7890625,8.058828353881836,101229.59375
2.0,0.0374792218208313,-0.8580822944641113,0.057771842926740646,-0.7659021019935608,1000000.0,1.0,case_176,24.822519302368164,98904.2265625,39.960899353027344,98643.1953125,unet,0018,24.92377281188965,101195.8125,39.9346809387207,100943.1953125
4.0,0.02457992546260357,-0.8582850694656372,0.03662119433283806,-1.0903304815292358,100000.0,0.09999999999999999,case_177,8.081398963928223,98904.2109375,14.415626525878906,99019.5625,unet,0018,8.047158241271973,101195.7734375,14.534658432006836,101319.5625
4.0,0.024900143966078758,-0.8582659959793091,0.03711886703968048,-1.0976961851119995,200000.0,0.19999999999999998,case_178,7.113560676574707,98904.2109375,12.648551940917969,99003.109375,unet,0018,7.068549156188965,101195.78125,12.768621444702148,101303.109375
4.0,0.025095956400036812,-0.8582099080085754,0.03746132180094719,-1.1016205549240112,500000.0,0.5,case_179,2.550938129425049,98904.2109375,4.069635391235352,98887.7109375,unet,0018,2.61682391166687,101195.7890625,4.110891342163086,101187.7109375
4.0,0.02516389638185501,-0.8581175208091736,0.03758080303668976,-1.1029187440872192,1000000.0,1.0,case_180,28.214458465576172,98904.2265625,47.3466682434082,98475.1953125,unet,0018,28.25286102294922,101195.8046875,47.249244689941406,100775.1953125
6.0,0.035589639097452164,-0.858320951461792,0.0568218007683754,-1.4616591930389404,100000.0,0.09999999999999999,case_181,7.987464904785156,98904.203125,14.274833679199219,99017.7109375,unet,0018,7.9527201652526855,101195.765625,14.392416000366211,101317.7109375
6.0,0.03612795099616051,-0.8583022356033325,0.057608842849731445,-1.4717822074890137,200000.0,0.19999999999999998,case_182,6.71572208404541,98904.203125,12.08439826965332,98995.65625,unet,0018,6.672612190246582,101195.7734375,12.197705268859863,101295.65625
6.0,0.036547865718603134,-0.8582457900047302,0.05823451280593872,-1.4788645505905151,500000.0,0.5,case_183,3.4321303367614746,98904.2109375,5.679710865020752,98840.6953125,unet,0018,3.4174697399139404,101195.78125,5.541481971740723,101140.6953125
6.0,0.036702368408441544,-0.8581529855728149,0.05846473574638367,-1.481337547302246,1000000.0,1.0,case_184,36.210750579833984,98904.21875,61.6181526184082,98286.5546875,unet,0018,36.1976203918457,101195.796875,61.48200607299805,100586.5546875
8.0,0.06000927463173866,-0.8583574295043945,0.09585700184106827,-2.0007224082946777,100000.0,0.09999999999999999,case_185,7.895695686340332,98904.1953125,14.134441375732422,99015.0234375,unet,0018,7.860289573669434,101195.765625,14.25029182434082,101315.0234375
8.0,0.05802343413233757,-0.8583383560180664,0.09326213598251343,-1.9146363735198975,200000.0,0.19999999999999998,case_186,6.406176567077637,98904.203125,11.602849006652832,98986.8203125,unet,0018,6.3581743240356445,101195.765625,11.70755672454834,101286.8203125
8.0,0.058711178600788116,-0.8582816123962402,0.09414789080619812,-1.926788330078125,500000.0,0.5,case_187,6.148046493530273,98904.203125,10.17931079864502,98784.875,unet,0018,6.1162309646606445,101195.78125,10.006034851074219,101084.875
8.0,0.059012435376644135,-0.8581875562667847,0.09453827887773514,-1.9319795370101929,1000000.0,1.0,case_188,46.881649017333984,98904.2109375,78.3775634765625,98061.90625,unet,0018,46.86515808105469,101195.796875,78.22085571289062,100361.90625
10.0,0.08368323743343353,-0.8583937287330627,0.1335516721010208,-2.61169171333313,100000.0,0.09999999999999999,case_189,7.82470703125,98904.1953125,14.020913124084473,99011.984375,unet,0018,7.78855562210083,101195.7578125,14.134923934936523,101311.984375
10.0,0.08548364788293839,-0.8583745360374451,0.13591553270816803,-2.6467180252075195,200000.0,0.19999999999999998,case_190,6.133027076721191,98904.1953125,11.151576042175293,98972.2265625,unet,0018,6.080560684204102,101195.765625,11.245516777038574,101272.2265625
10.0,0.08142127096652985,-0.8583175539970398,0.13061785697937012,-2.563192129135132,500000.0,0.5,case_191,8.987653732299805,98904.203125,14.813553810119629,98705.5625,unet,0018,8.954657554626465,101195.7734375,14.629377365112305,101005.5625
10.0,0.08186528086662292,-0.8582224249839783,0.1311919093132019,-2.571063995361328,1000000.0,1.0,case_192,57.691280364990234,98904.2109375,95.1318130493164,97743.328125,unet,0018,57.67163848876953,101195.7890625,94.96208190917969,100043.328125
-4.0,0.08210080862045288,-1.1082441806793213,0.13065184652805328,-0.9701445698738098,100000.0,0.09999999999999999,case_321,11.53560733795166,98861.921875,20.601041793823242,99020.1640625,unet,4418,11.091672897338867,101166.2265625,19.659557342529297,101320.1640625
-4.0,0.0817825049161911,-1.1082196235656738,0.13019336760044098,-0.9725756049156189,200000.0,0.19999999999999998,case_322,11.345270156860352,98861.921875,19.86826515197754,99005.609375,unet,4418,10.895242691040039,101166.234375,18.931743621826172,101305.609375
-4.0,0.08197833597660065,-1.1081444025039673,0.13034382462501526,-0.9761890172958374,500000.0,0.5,case_323,11.563352584838867,98861.9375,18.58187484741211,98903.34375,unet,4418,11.264577865600586,101166.2421875,17.88670539855957,101203.34375
-4.0,0.08206107467412949,-1.1080149412155151,0.13039925694465637,-0.97740238904953,1000000.0,1.0,case_324,28.864521026611328,98861.9609375,49.191715240478516,98537.765625,unet,4418,29.133209228515625,101166.265625,49.333560943603516,100837.765625
-2.0,0.054158758372068405,-1.1082097291946411,0.08925501257181168,-0.7195397615432739,100000.0,0.09999999999999999,case_325,11.41208267211914,98861.9296875,20.43926239013672,99021.4140625,unet,4418,10.968387603759766,101166.234375,19.498199462890625,101321.4140625
-2.0,0.053799401968717575,-1.1081852912902832,0.08871497213840485,-0.7247242331504822,200000.0,0.19999999999999998,case_326,10.810506820678711,98861.9296875,19.187023162841797,99010.546875,unet,4418,10.359622955322266,101166.234375,18.248830795288086,101310.546875
-2.0,0.05372154340147972,-1.1081101894378662,0.08852752298116684,-0.727631688117981,500000.0,0.5,case_327,7.973686218261719,98861.9453125,13.267210960388184,98934.3203125,unet,4418,7.678621768951416,101166.25,12.578290939331055,101234.3203125
-2.0,0.05371498689055443,-1.107980728149414,0.08847130835056305,-0.7285969257354736,1000000.0,1.0,case_328,25.108165740966797,98861.96875,41.47231674194336,98661.796875,unet,4418,25.5274600982666,101166.2734375,42.001834869384766,100961.796875
0.0,0.027334019541740417,-1.1081748008728027,0.04956236854195595,-0.87433260679245,100000.0,0.09999999999999999,case_329,11.289292335510254,98861.9375,20.27492904663086,99020.640625,unet,4418,10.845806121826172,101166.234375,19.334733963012695,101320.640625
0.0,0.0270592849701643,-1.1081504821777344,0.049050331115722656,-0.8819493651390076,200000.0,0.19999999999999998,case_330,10.284770011901855,98861.9375,18.503915786743164,99007.4140625,unet,4418,9.840205192565918,101166.2421875,17.56606101989746,101307.4140625
