model,epoch,train_loss,val_loss
unet,1,9.417138631164793,7.014919921755791
unet,2,9.16041101768554,6.844466343522072
unet,3,9.034750753711807,6.942774623632431
unet,4,8.94443192500842,6.858957812190056
unet,5,8.957283854013376,6.840022429823875
unet,6,8.9250505427598,6.860122531652451
unet,7,8.844139391254531,6.848834350705147
unet,8,8.83348243698301,6.781487435102463
unet,9,8.712264010557544,6.7418655306100845
unet,10,8.688510050415521,6.696283966302872
unet,11,8.69936348515537,6.675819039344788
unet,12,8.617705575091094,6.8980734050273895
unet,13,8.63332599896216,6.643698751926422
unet,14,8.66597059875609,6.680661916732788
unet,15,8.505893545188451,6.632320865988731
unet,16,8.669833080099506,6.604279547929764
unet,17,8.610757104964124,6.735211879014969
unet,18,8.617265814377856,6.629695862531662
unet,19,8.499856588868756,6.5577971786260605
unet,20,8.561776877391951,6.840427428483963
unet,21,8.516552889299959,7.001670598983765
unet,22,8.610296141959934,6.713386818766594
unet,23,8.460419476739032,6.58054918050766
unet,24,8.491484355549566,6.582572504878044
unet,25,8.4554199738936,6.5537847727537155
unet,26,8.41006004292032,6.9283639043569565
unet,27,8.505877231891919,6.854815632104874
unet,28,8.50469750566445,6.794612273573875
unet,29,8.393522903382072,6.585646778345108
unet,30,8.523296789689498,6.543580397963524
unet,31,8.429552935800062,6.61461977660656
unet,32,8.464411446228329,6.754445508122444
unet,33,8.413211362635193,7.059327602386475
unet,34,8.475015973856326,6.624217912554741
unet,35,8.296978879823044,6.763273164629936
unet,36,8.542491281456627,6.536825448274612
unet,37,8.444919303471863,6.534338489174843
unet,38,8.405826374476135,6.588012456893921
unet,39,8.406977715699568,6.512534394860268
unet,40,8.438949609462451,6.58798024058342
unet,41,8.412686653287986,6.616032600402832
unet,42,8.379817901863882,6.5457698702812195
unet,43,8.408894904517373,6.60075806081295
unet,44,8.414216522171563,6.7240962237119675
unet,45,8.414250926066764,6.563515931367874
unet,46,8.399533830612544,6.62345677614212
unet,47,8.340884412230238,6.691382884979248
unet,48,8.410676043966543,6.877313509583473
unet,49,8.353325470634129,6.613649293780327
unet,50,8.401188788206682,6.754959464073181
unet,51,8.389719842450893,6.660259962081909
unet,52,8.350227490008583,6.676946699619293
unet,53,8.395801077247137,6.8623508512973785
unet,54,8.367209704025932,6.602739676833153
unet,55,8.409924970785148,6.565294682979584
unet,56,8.382268270485016,6.552646219730377
unet,57,8.392328420646576,6.588557615876198
unet,58,8.390147981907539,6.716798290610313
unet,59,8.425937665781014,6.634442761540413
pinn,1,7.224708651365499,4.454159259796143
pinn,2,5.738251748292343,3.5761831998825073
pinn,3,4.522122136217804,2.8746711164712906
pinn,4,3.805411220068046,2.5330263674259186
pinn,5,3.4903909679458076,2.3636521100997925
pinn,6,3.282471142267521,2.193943716585636
pinn,7,3.1223849571740674,2.0865101888775826
pinn,8,3.0055778978370395,2.020881727337837
pinn,9,2.9232709916683994,1.9890388324856758
pinn,10,2.8620977806950747,1.9701998084783554
pinn,11,2.7957674043451846,1.9200396835803986
pinn,12,2.737144922550488,1.8828785717487335
pinn,13,2.6901782350577856,1.8831596300005913
pinn,14,2.6477567423944888,1.822602517902851
pinn,15,2.600973836989271,1.813911758363247
pinn,16,2.563768481077413,1.7859582342207432
pinn,17,2.5279523939954434,1.7666998207569122
pinn,18,2.488049181553686,1.77278383821249
pinn,19,2.4543250719077974,1.783695675432682
pinn,20,2.4201158850560547,1.765775591135025
pinn,21,2.385463545444926,1.7120267376303673
pinn,22,2.349416076901402,1.712520319968462
