x,y
1.0001665353775024,0.00124894711188972
1.000124454498291,0.0012606175150722265
0.9999983310699463,0.001295622205361724
0.9997881054878235,0.0013539425563067198
0.9994937777519226,0.0014355472521856427
0.999115526676178,0.0015403927536681294
0.9986532330513,0.0016684228321537375
0.9981071352958679,0.001819568919017911
0.9974772334098816,0.0019937504548579454
0.9967635869979858,0.0021908741910010576
0.995966374874115,0.0024108351208269596
0.9950856566429138,0.00265351589769125
0.9941216111183167,0.002918787067756057
0.993074357509613,0.003206508234143257
0.9919440150260925,0.003516525961458683
0.990730881690979,0.003848676336929202
0.9894350171089172,0.004202783107757568
0.9880566596984863,0.004578659776598215
0.9865959882736206,0.004976107273250818
0.9850532412528992,0.005394916981458664
0.9834287166595459,0.005834868643432856
0.9817225337028503,0.006295731756836176
0.9799350500106812,0.0067772651091217995
0.9780665040016174,0.007279217708855867
0.9761171936988831,0.007801327388733625
0.9740874171257019,0.008343324065208435
0.9719774127006531,0.008904926478862762
0.96978759765625,0.00948584545403719
0.9675182700157166,0.010085780173540115
0.9651697278022766,0.010704423300921917
0.9627424478530884,0.0113414591178298
0.960236668586731,0.011996560730040073
0.9576528668403625,0.0126693956553936
0.9549914002418518,0.013359622098505497
0.9522526264190674,0.014066892676055431
0.9494370818138123,0.014790848828852177
0.9465451836585999,0.015531128272414207
0.9435772895812988,0.016287360340356827
0.9405339360237122,0.017059169709682465
0.9374155402183533,0.01784616895020008
0.9342226386070251,0.018647970631718636
0.930955708026886,0.01946417987346649
0.927615225315094,0.020294396206736565
0.9242017865180969,0.021138209849596024
0.920715868473053,0.021995212882757187
0.9171580672264099,0.022864988073706627
0.9135289192199707,0.023747112601995468
0.9098289012908936,0.024641163647174835
0.9060587882995605,0.025546710938215256
0.9022189974784851,0.02646332047879696
0.8983102440834045,0.027390556409955025
0.8943330645561218,0.028327977284789085
0.8902881741523743,0.029275141656398773
0.8861761689186096,0.030231604352593422
0.8819977045059204,0.03119691275060177
0.877753496170044,0.032170619815588
0.873444139957428,0.033152271062135696
0.8690704107284546,0.034141406416893005
0.8646329641342163,0.03513757511973381
0.8601325154304504,0.0361403189599514
0.8555697798728943,0.03714917227625847
0.8509455323219299,0.0381636768579483
0.8462604880332947,0.0391833670437336
