x,y
1.0,0.0
0.9999571442604065,7.330155494855717e-05
0.9998286366462708,0.00013979512732475996
0.9996145367622375,0.00021882382861804217
0.9993147850036621,0.00031370468786917627
0.9989294409751892,0.00042618735460564494
0.9984586834907532,0.0005574706592597067
0.9979024529457092,0.0007084870594553649
0.9972609281539917,0.0008800142677500844
0.9965342283248901,0.001072728424333036
0.9957224130630493,0.0012872323859483004
0.9948257207870483,0.001524072838947177
0.9938441514968872,0.0017837501363828778
0.9927780032157898,0.0020667253993451595
0.9916274547576904,0.002373424358665943
0.9903926253318787,0.002704240847378969
0.9890738129615784,0.0030595390126109123
0.9876711368560791,0.003439653431996703
0.9861849546432495,0.0038448916748166084
0.9846154451370239,0.0042755333706736565
0.9829629063606262,0.004731831140816212
0.9812276363372803,0.005214009899646044
0.9794098734855652,0.005722268018871546
0.9775099754333496,0.006256774999201298
0.9755282402038574,0.0068176728673279285
0.973465085029602,0.007405075244605541
0.9713207483291626,0.008019065484404564
0.9690956473350525,0.008659697137773037
0.9667901992797852,0.0093269944190979
0.9644047617912292,0.010020949877798557
0.9619397521018982,0.010741522535681725
0.9593955874443054,0.011488639749586582
0.9567727446556091,0.012262198142707348
0.954071581363678,0.013062055222690105
0.9512926340103149,0.013888037763535976
0.9484363794326782,0.014739936217665672
0.9455032348632812,0.01561750378459692
0.9424937963485718,0.016520457342267036
0.939408540725708,0.017448479309678078
0.9362480044364929,0.018401212990283966
0.9330127239227295,0.019378261640667915
0.9297031760215759,0.020379191264510155
0.9263200759887695,0.021403534337878227
0.9228639006614685,0.022450776770710945
0.9193353056907654,0.023520370945334435
0.9157348275184631,0.02461172826588154
0.9120631217956543,0.025724224746227264
0.9083207845687866,0.026857195422053337
0.9045084714889526,0.028009936213493347
0.9006268978118896,0.0291817095130682
0.8966766595840454,0.030371736735105515
0.8926584720611572,0.03157920762896538
0.8885729908943176,0.03280327469110489
0.8844209313392639,0.034043051302433014
0.8802030086517334,0.03529762849211693
