AoA,Cd_grid_pressure,Cd_model_integrated_pressure,Cd_model_pressure,Cd_openfoam_total,Cl_grid_pressure,Cl_model_integrated_pressure,Cl_model_pressure,Cl_openfoam_total,L_over_D_model_pressure,L_over_D_openfoam_total,Re,U_inf,case,model,naca
-4.0,0.013852078142885891,0.09772962893342045,0.024726882576942444,0.02802992,-0.21317416580025245,-1.2844694294597008,-0.24672308564186096,-0.4870897,-9.977929278959234,-17.377491623236885,200000.0,0.19999999999999998,case_098,unet,0012
-4.0,0.013773511969292393,0.015541857277375662,0.024526525288820267,0.02509849,-0.21522743450573062,-0.20234068446455394,-0.24192360043525696,-0.492,-9.863753531591003,-19.602772915820832,500000.0,0.5,case_099,unet,0012
-4.0,0.013748659177579703,0.003841981369877042,0.024149714037775993,0.0241029,-0.2159150610548713,-0.04912265765251536,-0.23278626799583435,-0.4936351,-9.639297079530644,-20.480319795543274,1000000.0,1.0,case_100,unet,0012
-2.0,0.007497777024547412,0.2043063056681784,0.020891977474093437,0.02605989,-0.12246835465549433,-3.529015643269285,-0.14387717843055725,-0.2775027,-6.8867190101544224,-10.648652008891826,100000.0,0.09999999999999999,case_101,unet,0012
-2.0,0.007224746937372316,0.0507046108653822,0.020700063556432724,0.02084952,-0.12438504193022594,-0.8635319971971283,-0.13905048370361328,-0.2823177,-6.7173940468604085,-13.54072899519989,200000.0,0.19999999999999998,case_102,unet,0012
-2.0,0.00709922824450574,0.007905178938950071,0.020117882639169693,0.01782003,-0.1258018272911063,-0.12885980909105268,-0.12361523509025574,-0.2856362,-6.144544995484554,-16.028940467552523,500000.0,0.5,case_103,unet,0012
-2.0,0.0070566318607286,0.0018743619751818833,0.019121047109365463,0.01679155,-0.12627485447376818,-0.02811827745386928,-0.09489646553993225,-0.2867438,-4.9629324689782335,-17.076672493009877,1000000.0,1.0,case_104,unet,0012
0.0,0.0049423848452729196,0.13039462826498796,0.016209140419960022,0.02336766,-0.03016192496720188,-0.8245292438871286,0.05880360305309296,-0.06559853,3.627805147562414,-2.8072357266410077,100000.0,0.09999999999999999,case_105,unet,0012
0.0,0.004633795806517714,0.03307786084325026,0.016148477792739868,0.01810771,-0.03165432852353408,-0.18995661978846257,0.06434515118598938,-0.06898133,3.9845954530103183,-3.8095004834957042,200000.0,0.19999999999999998,case_106,unet,0012
0.0,0.004481513467507595,0.005516885725393992,0.016003474593162537,0.01504332,-0.03234820108775613,-0.022738222150955223,0.08081680536270142,-0.0705953,5.049953676761564,-4.692800525415932,500000.0,0.5,case_107,unet,0012
0.0,0.004429871048434722,0.001464028237766029,0.01583702303469181,0.01400338,-0.03258931219926034,-0.002566588235368346,0.10746239125728607,-0.07113809,6.78551714055629,-5.080065669859706,1000000.0,1.0,case_108,unet,0012
2.0,0.0063317087266297895,0.19320110970079732,0.01670936495065689,0.02442247,0.06277340636262693,1.261613080030827,0.2314266562461853,0.1480052,13.850116801541718,6.060206031576659,100000.0,0.09999999999999999,case_109,unet,0012
2.0,0.006002393435813352,0.048577804014944506,0.016772445291280746,0.01914649,0.061873600050603134,0.32985318934084584,0.23587898910045624,0.1461099,14.063482396516106,7.631158504770326,200000.0,0.19999999999999998,case_110,unet,0012
2.0,0.005845194437080684,0.007885535976746542,0.016990117728710175,0.01608032,0.06191605609166426,0.059703460723437206,0.24912291765213013,0.1462832,14.662812914542565,9.097032894867764,500000.0,0.5,case_111,unet,0012
2.0,0.00579266301204564,0.0020021020753861344,0.017418723553419113,0.01503974,0.06191640505071461,0.017829745794292983,0.2705022692680359,0.1463331,15.529396768854461,9.729762615577132,1000000.0,1.0,case_112,unet,0012
4.0,0.011369478974045074,0.29002251086009667,0.021149542182683945,0.02956346,0.15358358115398477,3.2560327918688894,0.3722260594367981,0.3571802,17.599721838969916,12.08181315718796,100000.0,0.09999999999999999,case_113,unet,0012
4.0,0.011007656789559535,0.07261077388769432,0.02134142816066742,0.02428704,0.1531504033567621,0.8292392202555171,0.37618425488471985,0.3570088,17.626948489700105,14.699559929905003,200000.0,0.19999999999999998,case_114,unet,0012
4.0,0.01086858389903305,0.011656404455442958,0.02194724604487419,0.02125727,0.15395686342971557,0.14012069759625786,0.3877338767051697,0.3590274,17.666630059753007,16.88962881875236,500000.0,0.5,case_115,unet,0012
4.0,0.010821895415474887,0.0029205732857876905,0.02308015152812004,0.0202288,0.15421245031413217,0.03825309583366803,0.4074564576148987,0.3596876,17.653976713214735,17.780965751799414,1000000.0,1.0,case_116,unet,0012
6.0,0.01966225599275579,0.47144868289852515,0.03173403441905975,0.0388331,0.24091433696729198,5.611005882791846,0.521563708782196,0.5608918,16.435468049689266,14.443652451130609,100000.0,0.09999999999999999,case_117,unet,0012
6.0,0.019492287873603676,0.11844718770732966,0.03216235339641571,0.0339886,0.2426905426820366,1.4234711955015726,0.526587724685669,0.5658932,16.37279828982769,16.649500126513008,200000.0,0.19999999999999998,case_118,unet,0012
6.0,0.01973449219732773,0.019237106312022537,0.03348159417510033,0.03233328,0.2384757025195191,0.23787261292146336,0.5419047474861145,0.5557131,16.18515368928041,17.18703144252609,500000.0,0.5,case_119,unet,0012
6.0,0.019703591378871482,0.004930674580162636,0.0358157753944397,0.0313468,0.2389989361138125,0.06381738061851339,0.5687997341156006,0.5570068,15.881262595920377,17.769175801038703,1000000.0,1.0,case_120,unet,0012
8.0,0.03171173275509556,0.8266375086386295,0.048055101186037064,0.05477029,0.3171087223269041,8.313191491569022,0.7078495621681213,0.7394708,14.729956751683936,13.501312481639225,100000.0,0.09999999999999999,case_121,unet,0012
