AoA,Cd,Cl,L_over_D,cache_key,case_id,error,evaluation,m,min_cavitation_margin,objective,p,risky_cell_fraction,start,status,t,wall_seconds
4.200732421875001,0.02315706,0.3947633,17.046475395607402,7b46c7f037e3,start_0012_eval_024_7b46c7f037e3,,24,0.00010333251953125003,98870.767091,17.046475395607402,0.40694824218750014,0.0,0012,ok,0.11473535156249998,7.0685771250064136
4.1303466796874995,0.0228102,0.3753006,16.45247071613944,5aa8f9e2da7f,start_0012_eval_025_5aa8f9e2da7f,,25,6.057739257812504e-05,98878.354261,16.45247071613944,0.4052221679687501,0.0,0012,ok,0.11726806640624998,7.151288084001862
4.170794677734374,0.02251951,0.3742917,16.620036579988643,895b84149afc,start_0012_eval_026_895b84149afc,,26,0.00014524078369140627,98871.145951,16.620036579988643,0.41043884277343756,0.0,0012,ok,0.11317785644531249,7.18200620800053
4.1503662109375,0.02279559,0.3826818,16.786800131072233,1c8faf407a34,start_0012_eval_027_1c8faf407a34,,27,0.00011416625976562502,98873.758091,16.786800131072233,0.4084741210937501,0.0,0012,ok,0.11436767578124998,7.232092874997761
4.120703125,0.02281018,0.3881879,17.01744057080782,d6c043cb4682,start_0012_eval_028_d6c043cb4682,,28,0.00011669921875000001,98873.378234,17.01744057080782,0.41207031250000004,0.0,0012,ok,0.11458593749999998,7.075683292001486
4.1435546875,0.02152639,0.3782538,17.57081559817516,11e235db38d6,start_0012_eval_029_11e235db38d6,,29,0.000128173828125,98873.348324,17.57081559817516,0.40685546875,0.0,0012,ok,0.11412890625,7.441106250000303
4.142138671874999,0.02314756,0.3832464,16.555949916539085,f65b2a5f7547,start_0012_eval_030_f65b2a5f7547,,30,0.00014923095703125002,98875.580607,16.555949916539085,0.41108886718750004,0.0,0012,ok,0.11290722656249999,7.5999130830023205
4.11517333984375,0.02278945,0.3851478,16.89952589790899,e672b9b94873,start_0012_eval_031_e672b9b94873,,31,9.278869628906249e-05,98873.503856,16.89952589790899,0.40761108398437507,0.0,0012,ok,0.11563403320312496,7.56776470800105
4.089349365234375,0.02255332,0.3767191,16.702746968208306,1db61b2e7736,start_0012_eval_032_1db61b2e7736,,32,0.00011716461181640622,98876.064152,16.702746968208306,0.40979431152343754,0.0,0012,ok,0.11480676269531245,7.089153458997316
4.135111999511719,0.02272404,0.3812566,16.776938566444766,31e8fe9f85f3,start_0012_eval_033_31e8fe9f85f3,,33,0.00011491584777832032,98874.272543,16.776938566444766,0.408804168701172,0.0,0012,ok,0.1144774475097656,7.557636666999315
4.12177734375,0.02142891,0.3758343,17.53783846969026,14be8c4ef371,start_0012_eval_034_14be8c4ef371,,34,0.0001265869140625,98874.170849,17.53783846969026,0.408427734375,0.0,0012,ok,0.11406445312499999,7.739118792000227
4.13212890625,0.02270744,0.3809137,16.774102492289213,88bf7535a7f9,start_0012_eval_035_88bf7535a7f9,,35,0.00012243652343750001,98874.418105,16.774102492289213,0.409462890625,0.0,0012,ok,0.11435742187499999,7.631867208001495
4.129364013671875,0.02274679,0.3807524,16.737995207446524,d3183e0fc3b8,start_0012_eval_036_d3183e0fc3b8,,36,0.00011048126220703125,98874.62249,16.737995207446524,0.40723327636718754,0.0,0012,ok,0.11488146972656248,8.394513292005286
4.14696044921875,0.02277657,0.3824008,16.78848094858231,bb80373aa325,start_0012_eval_037_bb80373aa325,,37,0.00012117004394531251,98873.862776,16.78848094858231,0.407664794921875,0.0,0012,ok,0.11424829101562499,7.196877624999615
4.1428466796875,0.02244916,0.3815359,16.994796473610876,3586792cb781,start_0012_eval_038_3586792cb781,,38,0.000138702392578125,98869.819941,16.994796473610876,0.4089721679687499,0.0,0012,ok,0.11351806640624999,7.476826874997641
4.1454406738281255,0.02246698,0.381725,16.98973383455032,51519dedfba9,start_0012_eval_039_51519dedfba9,,39,0.0001348800659179687,98869.742175,16.98973383455032,0.4064971923828124,0.0,0012,ok,0.1136224365234375,7.38871300000028
4.129849243164062,0.02226855,0.3685938,16.551470505690506,4015f686f879,start_0012_eval_040_4015f686f879,,40,0.00014300155639648433,98872.88771,16.551470505690506,0.4077114868164061,0.0,0012,ok,0.11341864013671875,7.12298733300122
4.142682647705078,0.02162071,0.3774881,17.458753262346036,3a929f341c09,start_0012_eval_041_3a929f341c09,,41,0.00012662792205810547,98873.215723,17.458753262346036,0.4076764678955078,0.0,0012,ok,0.11404087829589843,7.2750613749958575
4.1299900054931635,0.02269607,0.3807095,16.773508651116643,8bade0d91a3d,start_0012_eval_042_8bade0d91a3d,,42,0.00012516546249389653,98874.48291,16.773508651116643,0.40946872711181653,0.0,0012,ok,0.11425371551513673,8.432530916994438
4.1415780067443855,0.02247284,0.3811563,16.959998825300882,6f83600e5a64,start_0012_eval_043_6f83600e5a64,,43,0.00013245141506195067,98872.127996,16.959998825300882,0.4072400760650634,0.0,0012,ok,0.1137802562713623,7.793286334002914
4.132666015625,0.02147438,0.3771397,17.56149134497271,a7bed61550cd,start_0012_eval_044_a7bed61550cd,,44,0.00012738037109374998,98873.734163,17.56149134497271,0.4076416015625,0.0,0012,ok,0.1140966796875,7.3423864579963265
4.143118667602539,0.0215285,0.3780446,17.5593766692213,99e5570f8aa5,start_0012_eval_045_99e5570f8aa5,,45,0.00012740087509155272,98873.397177,17.5593766692213,0.4072659683227539,0.0,0012,ok,0.11408489227294921,7.281430625000212
4.14320068359375,0.02247845,0.3812376,16.959382903051452,d985775facfd,start_0012_eval_046_d985775facfd,,46,0.00013343811035156252,98872.124008,16.959382903051452,0.40791381835937496,0.0,0012,ok,0.113823486328125,8.47076687500521
4.144497680664063,0.02252,0.3823488,16.977434394565073,a8cb5d4763be,start_0012_eval_047_a8cb5d4763be,,47,0.00013152694702148437,98871.929593,16.977434394565073,0.4066763305664062,0.0,0012,ok,0.11387567138671875,7.116878917004215
4.138717842102051,0.02273825,0.3816525,16.783864903196015,2d899a4b4d79,start_0012_eval_048_2d899a4b4d79,,48,0.000123802900314331,98874.165864,16.783864903196015,0.4063058662414551,0.0,0012,ok,0.11426958847045898,7.5510164170045755
4.1420799732208256,0.02197182,0.3774322,17.17723077875302,1ac930b04f96,start_0012_eval_049_1ac930b04f96,,49,0.00013102930784225463,98872.075155,17.17723077875302,0.407511830329895,0.0,0012,ok,0.1139350118637085,7.6653385419995175
4.13621199131012,0.02272508,0.3813486,16.780219025894475,e32dd6d9da8d,start_0012_eval_050_e32dd6d9da8d,,50,0.00012546524405479428,98874.255594,16.780219025894475,0.40796110391616835,0.0,0012,ok,0.1142470736503601,7.712876666999364
4.142426258325577,0.02197619,0.3774171,17.173128138765694,35c1756bf34f,start_0012_eval_051_35c1756bf34f,,51,0.00013001152127981185,98872.077149,17.173128138765694,0.4069975239038467,0.0,0012,ok,0.11396852195262909,8.001884125005745
4.1382834136486055,0.02250697,0.3817045,16.958637318247714,276b2b793c9e,start_0012_eval_052_276b2b793c9e,,52,0.0001269806697964668,98872.234675,16.958637318247714,0.40763991057872784,0.0,0012,ok,0.11415422308444977,7.323474584001815
4.141390547156334,0.02161702,0.3774619,17.460521361345766,eaf03fd62482,start_0012_eval_053_eaf03fd62482,,53,0.00012925380840897558,98873.243639,17.460521361345766,0.40715812057256695,0.0,0012,ok,0.11401494723558425,7.216483000003791
4.138284985721111,0.02273365,0.381563,16.78332413298643,45b21d166436,start_0012_eval_054_45b21d166436,,54,0.00012507513351738448,98874.172843,16.78332413298643,0.4069487492740155,0.0,0012,ok,0.11422770085930822,7.214547167001001
4.141131226345896,0.02161528,0.3774423,17.46102012002065,945d78a6525f,start_0012_eval_055_945d78a6525f,,55,0.0001295407642610371,98873.249621,17.46102012002065,0.40737106006592516,0.0,0012,ok,0.11400818411260843,7.159441167001205
4.1388447513803825,0.02250901,0.3817674,16.959894731277327,a03a84233ed4,start_0012_eval_056_a03a84233ed4,,56,0.00012699411087669428,98872.210747,16.959894731277327,0.4074089287780227,0.0,0012,ok,0.11414438392594456,7.0837606670029345
4.140754098212346,0.02161223,0.3773085,17.457293518830827,5b63e4dfc806,start_0012_eval_057_5b63e4dfc806,,57,0.00012868888402590525,98873.291495,17.457293518830827,0.4072208226239309,0.0,0012,ok,0.11404730640817433,7.126666999996814
4.1381103515625,0.02150049,0.3776986,17.566159368490275,5309be06a848,start_0012_eval_058_5309be06a848,,58,0.00012777709960937498,98873.539748,17.566159368490275,0.40724853515625004,0.0,0012,ok,0.11411279296874999,7.140773541999806
4.14333667755127,0.02152416,0.3782392,17.571957653276442,03ac9e13eb95,start_0012_eval_059_03ac9e13eb95,,59,0.00012778735160827638,98873.347327,17.571957653276442,0.40706071853637693,0.0,0012,ok,0.1141068992614746,7.195854582998436
4.142342956922948,0.02152373,0.37798,17.560266725761483,9830f218dace,start_0012_eval_060_9830f218dace,,60,0.00012885729619301853,98873.423099,17.560266725761483,0.4071132644079626,0.0,0012,ok,0.11406854518130422,7.19578116699995
4.142472617328167,0.02152479,0.3779975,17.56021497933409,94e70dcbb6a4,start_0012_eval_061_94e70dcbb6a4,,61,0.00012871381826698778,98873.417117,17.56021497933409,0.4070067946612835,0.0,0012,ok,0.11407192674279212,7.244589750000159
4.141199719440193,0.02151607,0.377998,17.56735466306518,3d7835c18c3c,start_0012_eval_062_3d7835c18c3c,,62,0.00012758396950084719,98873.438054,17.56735466306518,0.40713219876401124,0.0,0012,ok,0.11413664508797228,7.168783584005723
4.140757761104033,0.02252011,0.3819409,16.95923957566923,288cc3cd77e2,start_0012_eval_063_288cc3cd77e2,,63,0.00012680382822873075,98872.151924,16.95923957566923,0.40703519619535655,0.0,0012,ok,0.11417407660279422,7.063282291004725
4.141946657968219,0.02151695,0.3781094,17.571813300058786,62394344b1b5,start_0012_eval_064_62394344b1b5,,64,0.0001283439292019466,98873.392192,17.571813300058786,0.4070937473548111,0.0,0012,ok,0.11409492803667672,7.071607417004998
4.146908519667341,0.02154196,0.3785996,17.574168080895102,d5663182aebb,start_0012_eval_065_d5663182aebb,,65,0.00012816743960866007,98873.222702,17.574168080895102,0.4068225315463496,0.0,0012,ok,0.1141208963493118,7.128609207997215
4.151307603719761,0.02156256,0.3790535,17.5784286082632,6f18ef920473,start_0012_eval_066_6f18ef920473,,66,0.00012836260960830261,98873.066173,17.5784286082632,0.4066095297413994,0.0,0012,ok,0.11412494803959272,7.125726958001906
4.148873093929433,0.02154864,0.378831,17.57945840394549,4ef9da81324c,start_0012_eval_067_4ef9da81324c,,67,0.00012874988977091558,98873.137957,17.57945840394549,0.40667753342728236,0.0,0012,ok,0.11409119570589973,7.281372625002405
4.152709781174053,0.02157162,0.3790542,17.57107852453712,6a80b2445c00,start_0012_eval_068_6a80b2445c00,,68,0.00012933284990594978,98873.039254,17.57107852453712,0.406450200758918,0.0,0012,ok,0.11406847101486345,7.0680501669994555
4.149177329084342,0.02155622,0.3786816,17.566346681065554,d4d6583f2ea6,start_0012_eval_069_d4d6583f2ea6,,69,0.0001284480619697206,98873.172852,17.566346681065554,0.4068652957799349,0.0,0012,ok,0.11408007927182187,7.164970040998014
4.1449603478960855,0.02153227,0.3784082,17.573187908757006,b83c166ee9cb,start_0012_eval_070_b83c166ee9cb,,70,0.00012824238658618015,98873.292492,17.573187908757006,0.40685792550748373,0.0,0012,ok,0.11411669950545547,7.152396875004342
4.152292203580057,0.02156709,0.3791533,17.579363773055473,06d0525fd75a,start_0012_eval_071_06d0525fd75a,,71,0.0001282271895848908,98873.030281,17.579363773055473,0.4065091062514601,0.0,0012,ok,0.11412494321953455,7.080492083005083
4.155379947011399,0.02158118,0.3794825,17.583140350048048,fa46129b929d,start_0012_eval_072_fa46129b929d,,72,0.0001290036861668682,98872.914629,17.583140350048048,0.40626632892743586,0.0,0012,ok,0.11412199397376666,7.1160798339988105
4.161401581741464,0.02160955,0.380106,17.588909120776655,bd1d01729957,start_0012_eval_073_bd1d01729957,,73,0.00012961185344616413,98872.700274,17.588909120776655,0.40586913412296544,0.0,0012,ok,0.11412954132991271,7.210304749998613
4.161976893589272,0.02161149,0.3801708,17.590328555386257,7f62562341c3,start_0012_eval_074_7f62562341c3,,74,0.00012923338461895645,98872.670364,17.590328555386257,0.4059747262640699,0.0,0012,ok,0.1141186146420144,7.079631082997366
4.170485166435865,0.02165095,0.3810488,17.59882135327303,ec165c348bad,start_0012_eval_075_ec165c348bad,,75,0.0001297288836353446,98872.360297,17.59882135327303,0.4055331266423631,0.0,0012,ok,0.11411957221029384,7.097253208994516
4.165218419123647,0.02162532,0.3805182,17.595143325355398,1f2fd99db750,start_0012_eval_076_1f2fd99db750,,76,0.00012979629861035492,98872.547733,17.595143325355398,0.4056849204806361,0.0,0012,ok,0.11410767819322767,7.1464023330045165
4.170696927035149,0.02165014,0.381099,17.60179833486828,7d867c1d1cb2,start_0012_eval_077_7d867c1d1cb2,,77,0.00013071627314649884,98872.342351,17.60179833486828,0.4053732510851634,0.0,0012,ok,0.11409905050013246,7.098600040997553
4.1798992887626945,0.02169219,0.3820668,17.61229215251422,89c10e752b4b,start_0012_eval_078_89c10e752b4b,,78,0.00013196081492730286,98872.002374,17.61229215251422,0.40480532350201504,0.0,0012,ok,0.11408610414043138,7.09800520799763
4.189629134102402,0.02174069,0.3830389,17.61771509022528,43391d3d89dc,start_0012_eval_079_43391d3d89dc,,79,0.0001317990355386677,98871.664391,17.61771509022528,0.4042687189467074,0.0,0012,ok,0.11413025223103307,7.110456124995835
4.210007154188887,0.02183787,0.3851641,17.636631382484534,604cd65bd4db,start_0012_eval_080_604cd65bd4db,,80,0.00013332360842254376,98870.925614,17.636631382484534,0.40306431170642,0.0,0012,ok,0.11414978049359975,7.120664166999632
