best_AoA,best_Cd,best_Cl,best_L_over_D,best_case_id,best_m,best_min_cavitation_margin,best_objective,best_p,best_t,evaluations,message,start,success
4.421142379022616,0.02286689,0.4069855,17.7972475816527,start_0012_eval_090_10e3001cfdac,0.0001533697632014473,98863.162972,17.7972475816527,0.39083304170126976,0.11412625244067537,90,Best observed within the fixed iteration budget.,0012,False
4.058494485642228,0.02232073,0.6100376,27.3293154249245,start_2412_eval_080_4cc0909b67d4,0.020387293755012206,98886.692172,27.3293154249245,0.4035355685186597,0.11676445910395467,80,Best observed within the fixed iteration budget.,2412,False
3.975381964357642,0.0277439,0.8292102,29.886941383821892,start_4415_eval_088_34c0541b6934,0.04068124451472427,98877.471916,29.886941383821892,0.4166380500804516,0.1442588899334766,96,Best observed within the fixed iteration budget.,4415,False
